"Estado","tipo delito","suma delitos","pob por cada 1000"
"México","Acoso sexual",3372,0.19844
"México","Allanamiento de morada",1820,0.10711
"México","Amenazas",0,0
"México","Contra el medio ambiente",292,0.01718
"México","Corrupción de menores",108,0.00636
"México","Daño a la propiedad",16348,0.96208
"México","Delitos cometidos por servidores públicos",3748,0.22057
"México","Despojo",4936,0.29048
"México","Electorales",419,0.02466
"México","Evasión de presos",18,0.00106
"México","Extorsión",3439,0.20238
"México","Falsedad",156,0.00918
"México","Falsificación",2482,0.14607
"México","Feminicidio",73,0.0043
"México","Fraude",17753,1.04476
"México","Homicidio",3562,0.20962
"México","Hostigamiento sexual",179,0.01053
"México","Incesto",0,0
"México","Incumplimiento de obligaciones de asistencia familiar",3016,0.17749
"México","Lesiones",60713,3.57295
"México","Narcomenudeo",2489,0.14648
"México","Otros delitos contra el patrimonio",466,0.02742
"México","Otros delitos contra la familia",8,0.00047
"México","Otros delitos contra la sociedad",1749,0.10293
"México","Otros delitos del Fuero Común",66670,3.92351
"México","Otros delitos que atentan contra la libertad personal",6356,0.37405
"México","Otros delitos que atentan contra la libertad y la seguridad sexual",59,0.00347
"México","Otros delitos que atentan contra la vida y la integridad corporal",1684,0.0991
"México","Rapto",0,0
"México","Robo",122206,7.1918
"México","Secuestro",51,0.003
"México","Tráfico de menores",0,0
"México","Trata de personas",139,0.00818
"México","Violación equiparada",541,0.03184
"México","Violación simple",2621,0.15425
"México","Violencia de género en todas sus modalidades distinta a la violencia familiar",2679,0.15766
"México","Violencia familiar",27976,1.64638
"Michoacán de Ocampo","Aborto",13,0.00274
"Michoacán de Ocampo","Abuso de confianza",765,0.16109
"Michoacán de Ocampo","Abuso sexual",580,0.12213
"Michoacán de Ocampo","Acoso sexual",203,0.04275
"Michoacán de Ocampo","Allanamiento de morada",317,0.06675
"Michoacán de Ocampo","Amenazas",5236,1.10258
"Michoacán de Ocampo","Contra el medio ambiente",526,0.11076
"Michoacán de Ocampo","Corrupción de menores",33,0.00695
"Michoacán de Ocampo","Daño a la propiedad",4291,0.90359
"Michoacán de Ocampo","Delitos cometidos por servidores públicos",273,0.05749
"Michoacán de Ocampo","Despojo",834,0.17562
"Michoacán de Ocampo","Electorales",76,0.016
"Michoacán de Ocampo","Evasión de presos",0,0
"Michoacán de Ocampo","Extorsión",295,0.06212
"Michoacán de Ocampo","Falsedad",32,0.00674
"Michoacán de Ocampo","Falsificación",530,0.11161
"Michoacán de Ocampo","Feminicidio",14,0.00295
"Michoacán de Ocampo","Fraude",2499,0.52623
"Michoacán de Ocampo","Homicidio",2519,0.53044
"Michoacán de Ocampo","Hostigamiento sexual",34,0.00716
"Michoacán de Ocampo","Incesto",0,0
"Michoacán de Ocampo","Incumplimiento de obligaciones de asistencia familiar",263,0.05538
"Michoacán de Ocampo","Lesiones",8305,1.74885
"Michoacán de Ocampo","Narcomenudeo",1781,0.37504
"Michoacán de Ocampo","Otros delitos contra el patrimonio",204,0.04296
"Michoacán de Ocampo","Otros delitos contra la familia",43,0.00905
"Michoacán de Ocampo","Otros delitos contra la sociedad",1,0.00021
"Michoacán de Ocampo","Otros delitos del Fuero Común",4024,0.84736
"Michoacán de Ocampo","Otros delitos que atentan contra la libertad personal",386,0.08128
"Michoacán de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",313,0.06591
"Michoacán de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",302,0.06359
"Michoacán de Ocampo","Rapto",0,0
"Michoacán de Ocampo","Robo",11500,2.42164
"Michoacán de Ocampo","Secuestro",29,0.00611
"Michoacán de Ocampo","Tráfico de menores",0,0
"Michoacán de Ocampo","Trata de personas",7,0.00147
"Michoacán de Ocampo","Violación equiparada",165,0.03475
"Michoacán de Ocampo","Violación simple",380,0.08002
"Michoacán de Ocampo","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Michoacán de Ocampo","Violencia familiar",1456,0.3066
"Morelos","Aborto",9,0.00457
"Morelos","Abuso de confianza",595,0.3018
"Morelos","Abuso sexual",599,0.30383
"Morelos","Acoso sexual",14,0.0071
"Morelos","Allanamiento de morada",301,0.15267
"Morelos","Amenazas",5620,2.85059
"Morelos","Contra el medio ambiente",7,0.00355
"Morelos","Corrupción de menores",42,0.0213
"Morelos","Daño a la propiedad",3510,1.78035
"Morelos","Delitos cometidos por servidores públicos",52,0.02638
"Morelos","Despojo",996,0.50519
"Morelos","Electorales",4,0.00203
"Morelos","Evasión de presos",1,0.00051
"Morelos","Extorsión",322,0.16333
"Morelos","Falsedad",97,0.0492
"Morelos","Falsificación",198,0.10043
"Morelos","Feminicidio",50,0.02536
"Morelos","Fraude",2192,1.11183
"Morelos","Homicidio",1628,0.82576
"Morelos","Hostigamiento sexual",66,0.03348
"Morelos","Incesto",5,0.00254
"Morelos","Incumplimiento de obligaciones de asistencia familiar",372,0.18869
"Morelos","Lesiones",3906,1.98121
"Morelos","Narcomenudeo",493,0.25006
"Morelos","Otros delitos contra el patrimonio",620,0.31448
"Morelos","Otros delitos contra la familia",431,0.21861
"Morelos","Otros delitos contra la sociedad",45,0.02283
"Morelos","Otros delitos del Fuero Común",2271,1.1519
"Morelos","Otros delitos que atentan contra la libertad personal",198,0.10043
"Morelos","Otros delitos que atentan contra la libertad y la seguridad sexual",73,0.03703
"Morelos","Otros delitos que atentan contra la vida y la integridad corporal",616,0.31245
"Morelos","Rapto",2,0.00101
"Morelos","Robo",14554,7.38212
"Morelos","Secuestro",7,0.00355
"Morelos","Tráfico de menores",0,0
"Morelos","Trata de personas",1,0.00051
"Morelos","Violación equiparada",10,0.00507
"Morelos","Violación simple",459,0.23282
"Morelos","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Morelos","Violencia familiar",5759,2.9211
"Nayarit","Aborto",1,0.00081
"Nayarit","Abuso de confianza",213,0.17241
"Nayarit","Abuso sexual",311,0.25173
"Nayarit","Acoso sexual",67,0.05423
"Nayarit","Allanamiento de morada",68,0.05504
"Nayarit","Amenazas",726,0.58764
"Nayarit","Contra el medio ambiente",79,0.06394
"Nayarit","Corrupción de menores",24,0.01943
"Nayarit","Daño a la propiedad",839,0.6791
"Nayarit","Delitos cometidos por servidores públicos",116,0.09389
"Nayarit","Despojo",190,0.15379
"Nayarit","Electorales",3,0.00243
"Nayarit","Evasión de presos",0,0
"Nayarit","Extorsión",15,0.01214
"Nayarit","Falsedad",20,0.01619
"Nayarit","Falsificación",32,0.0259
"Nayarit","Feminicidio",11,0.0089
"Nayarit","Fraude",617,0.49941
"Nayarit","Homicidio",386,0.31244
"Nayarit","Hostigamiento sexual",0,0
"Nayarit","Incesto",0,0
"Nayarit","Incumplimiento de obligaciones de asistencia familiar",933,0.75519
"Nayarit","Lesiones",1243,1.00611
"Nayarit","Narcomenudeo",615,0.49779
"Nayarit","Otros delitos contra el patrimonio",6,0.00486
"Nayarit","Otros delitos contra la familia",62,0.05018
"Nayarit","Otros delitos contra la sociedad",14,0.01133
"Nayarit","Otros delitos del Fuero Común",1331,1.07734
"Nayarit","Otros delitos que atentan contra la libertad personal",80,0.06475
"Nayarit","Otros delitos que atentan contra la libertad y la seguridad sexual",48,0.03885
"Nayarit","Otros delitos que atentan contra la vida y la integridad corporal",19,0.01538
"Nayarit","Rapto",0,0
"Nayarit","Robo",1334,1.07976
"Nayarit","Secuestro",2,0.00162
"Nayarit","Tráfico de menores",0,0
"Nayarit","Trata de personas",1,0.00081
"Nayarit","Violación equiparada",21,0.017
"Nayarit","Violación simple",314,0.25416
"Nayarit","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Nayarit","Violencia familiar",2513,2.03407
"Nuevo León","Aborto",175,0.03025
"Nuevo León","Abuso de confianza",1052,0.18187
"Nuevo León","Abuso sexual",1536,0.26554
"Nuevo León","Acoso sexual",743,0.12845
"Nuevo León","Allanamiento de morada",487,0.08419
"Nuevo León","Amenazas",5648,0.97641
"Nuevo León","Contra el medio ambiente",37,0.0064
"Nuevo León","Corrupción de menores",260,0.04495
"Nuevo León","Daño a la propiedad",6581,1.13771
"Nuevo León","Delitos cometidos por servidores públicos",1576,0.27245
"Nuevo León","Despojo",1235,0.2135
"Nuevo León","Electorales",129,0.0223
"Nuevo León","Evasión de presos",14,0.00242
"Nuevo León","Extorsión",866,0.14971
"Nuevo León","Falsedad",213,0.03682
"Nuevo León","Falsificación",843,0.14574
"Nuevo León","Feminicidio",60,0.01037
"Nuevo León","Fraude",4925,0.85142
"Nuevo León","Homicidio",2111,0.36494
"Nuevo León","Hostigamiento sexual",68,0.01176
"Nuevo León","Incesto",0,0
"Nuevo León","Incumplimiento de obligaciones de asistencia familiar",770,0.13312
"Nuevo León","Lesiones",7547,1.30471
"Nuevo León","Narcomenudeo",8158,1.41033
"Nuevo León","Otros delitos contra el patrimonio",176,0.03043
"Nuevo León","Otros delitos contra la familia",5103,0.88219
"Nuevo León","Otros delitos contra la sociedad",2,0.00035
"Nuevo León","Otros delitos del Fuero Común",6147,1.06268
"Nuevo León","Otros delitos que atentan contra la libertad personal",1979,0.34212
"Nuevo León","Otros delitos que atentan contra la libertad y la seguridad sexual",847,0.14643
"Nuevo León","Otros delitos que atentan contra la vida y la integridad corporal",339,0.05861
"Nuevo León","Rapto",76,0.01314
"Nuevo León","Robo",9734,1.68279
"Nuevo León","Secuestro",24,0.00415
"Nuevo León","Tráfico de menores",0,0
"Nuevo León","Trata de personas",11,0.0019
"Nuevo León","Violación equiparada",534,0.09232
"Nuevo León","Violación simple",997,0.17236
"Nuevo León","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Nuevo León","Violencia familiar",19184,3.31648
"Oaxaca","Aborto",13,0.00315
"Oaxaca","Abuso de confianza",422,0.10213
"Oaxaca","Abuso sexual",520,0.12584
"Oaxaca","Acoso sexual",253,0.06123
"Oaxaca","Allanamiento de morada",281,0.068
"Oaxaca","Amenazas",4906,1.18728
"Oaxaca","Contra el medio ambiente",1,0.00024
"Oaxaca","Corrupción de menores",29,0.00702
"Oaxaca","Daño a la propiedad",2597,0.62849
"Oaxaca","Delitos cometidos por servidores públicos",223,0.05397
"Oaxaca","Despojo",746,0.18054
"Oaxaca","Electorales",169,0.0409
"Oaxaca","Evasión de presos",3,0.00073
"Oaxaca","Extorsión",132,0.03194
"Oaxaca","Falsedad",376,0.09099
"Oaxaca","Falsificación",318,0.07696
"Oaxaca","Feminicidio",20,0.00484
"Oaxaca","Fraude",1816,0.43948
"Oaxaca","Homicidio",2217,0.53652
"Oaxaca","Hostigamiento sexual",67,0.01621
"Oaxaca","Incesto",0,0
"Oaxaca","Incumplimiento de obligaciones de asistencia familiar",224,0.05421
"Oaxaca","Lesiones",4670,1.13016
"Oaxaca","Narcomenudeo",529,0.12802
"Oaxaca","Otros delitos contra el patrimonio",460,0.11132
"Oaxaca","Otros delitos contra la familia",227,0.05494
"Oaxaca","Otros delitos contra la sociedad",749,0.18126
"Oaxaca","Otros delitos del Fuero Común",1946,0.47094
"Oaxaca","Otros delitos que atentan contra la libertad personal",251,0.06074
"Oaxaca","Otros delitos que atentan contra la libertad y la seguridad sexual",25,0.00605
"Oaxaca","Otros delitos que atentan contra la vida y la integridad corporal",224,0.05421
"Oaxaca","Rapto",0,0
"Oaxaca","Robo",6873,1.6633
"Oaxaca","Secuestro",19,0.0046
"Oaxaca","Tráfico de menores",0,0
"Oaxaca","Trata de personas",6,0.00145
"Oaxaca","Violación equiparada",293,0.07091
"Oaxaca","Violación simple",384,0.09293
"Oaxaca","Violencia de género en todas sus modalidades distinta a la violencia familiar",18,0.00436
"Oaxaca","Violencia familiar",5694,1.37798
"Puebla","Aborto",6,0.00091
"Puebla","Abuso de confianza",1293,0.19641
"Puebla","Abuso sexual",1000,0.1519
"Puebla","Acoso sexual",458,0.06957
"Puebla","Allanamiento de morada",168,0.02552
"Puebla","Amenazas",6029,0.91581
"Puebla","Contra el medio ambiente",23,0.00349
"Puebla","Corrupción de menores",42,0.00638
"Puebla","Daño a la propiedad",3729,0.56644
"Puebla","Delitos cometidos por servidores públicos",767,0.11651
"Puebla","Despojo",1265,0.19215
"Puebla","Electorales",58,0.00881
"Puebla","Evasión de presos",7,0.00106
"Puebla","Extorsión",129,0.0196
"Puebla","Falsedad",117,0.01777
"Puebla","Falsificación",310,0.04709
"Puebla","Feminicidio",42,0.00638
"Puebla","Fraude",4299,0.65302
"Puebla","Homicidio",1847,0.28056
"Puebla","Hostigamiento sexual",82,0.01246
"Puebla","Incesto",0,0
"Puebla","Incumplimiento de obligaciones de asistencia familiar",582,0.08841
"Puebla","Lesiones",6271,0.95256
"Puebla","Narcomenudeo",1736,0.2637
"Puebla","Otros delitos contra el patrimonio",214,0.03251
"Puebla","Otros delitos contra la familia",949,0.14415
"Puebla","Otros delitos contra la sociedad",341,0.0518
"Puebla","Otros delitos del Fuero Común",2562,0.38917
"Puebla","Otros delitos que atentan contra la libertad personal",226,0.03433
"Puebla","Otros delitos que atentan contra la libertad y la seguridad sexual",1620,0.24608
"Puebla","Otros delitos que atentan contra la vida y la integridad corporal",261,0.03965
"Puebla","Rapto",0,0
"Puebla","Robo",32344,4.91305
"Puebla","Secuestro",21,0.00319
"Puebla","Tráfico de menores",0,0
"Puebla","Trata de personas",41,0.00623
"Puebla","Violación equiparada",286,0.04344
"Puebla","Violación simple",419,0.06365
"Puebla","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Puebla","Violencia familiar",10461,1.58903
"Querétaro","Aborto",38,0.01604
"Querétaro","Abuso de confianza",775,0.32722
"Querétaro","Abuso sexual",797,0.3365
"Querétaro","Acoso sexual",758,0.32004
"Querétaro","Allanamiento de morada",253,0.10682
"Querétaro","Amenazas",4252,1.79525
"Querétaro","Contra el medio ambiente",2,0.00084
"Querétaro","Corrupción de menores",0,0
"Querétaro","Daño a la propiedad",1611,0.68019
"Querétaro","Delitos cometidos por servidores públicos",1,0.00042
"Querétaro","Despojo",765,0.32299
"Querétaro","Electorales",16,0.00676
"Querétaro","Evasión de presos",2,0.00084
"Querétaro","Extorsión",236,0.09964
"Querétaro","Falsedad",206,0.08698
"Querétaro","Falsificación",194,0.08191
"Querétaro","Feminicidio",4,0.00169
"Querétaro","Fraude",4587,1.9367
"Querétaro","Homicidio",529,0.22335
"Querétaro","Hostigamiento sexual",37,0.01562
"Querétaro","Incesto",0,0
"Querétaro","Incumplimiento de obligaciones de asistencia familiar",740,0.31244
"Querétaro","Lesiones",6016,2.54004
"Querétaro","Narcomenudeo",1686,0.71185
"Querétaro","Otros delitos contra el patrimonio",175,0.07389
"Querétaro","Otros delitos contra la familia",326,0.13764
"Querétaro","Otros delitos contra la sociedad",417,0.17606
"Querétaro","Otros delitos del Fuero Común",4235,1.78808
"Querétaro","Otros delitos que atentan contra la libertad personal",275,0.11611
"Querétaro","Otros delitos que atentan contra la libertad y la seguridad sexual",61,0.02576
"Querétaro","Otros delitos que atentan contra la vida y la integridad corporal",984,0.41546
"Querétaro","Rapto",0,0
"Querétaro","Robo",21772,9.19244
"Querétaro","Secuestro",7,0.00296
"Querétaro","Tráfico de menores",0,0
"Querétaro","Trata de personas",1,0.00042
"Querétaro","Violación equiparada",258,0.10893
"Querétaro","Violación simple",415,0.17522
"Querétaro","Violencia de género en todas sus modalidades distinta a la violencia familiar",1471,0.62108
"Querétaro","Violencia familiar",5567,2.35047
"Quintana Roo","Aborto",7,0.00377
"Quintana Roo","Abuso de confianza",4165,2.24168
"Quintana Roo","Abuso sexual",1087,0.58504
"Quintana Roo","Acoso sexual",296,0.15931
"Quintana Roo","Allanamiento de morada",295,0.15877
"Quintana Roo","Amenazas",3426,1.84393
"Quintana Roo","Contra el medio ambiente",158,0.08504
"Quintana Roo","Corrupción de menores",149,0.08019
"Quintana Roo","Daño a la propiedad",5821,3.13296
"Quintana Roo","Delitos cometidos por servidores públicos",616,0.33154
"Quintana Roo","Despojo",776,0.41766
"Quintana Roo","Electorales",32,0.01722
"Quintana Roo","Evasión de presos",5,0.00269
"Quintana Roo","Extorsión",175,0.09419
"Quintana Roo","Falsedad",626,0.33692
"Quintana Roo","Falsificación",317,0.17061
"Quintana Roo","Feminicidio",12,0.00646
"Quintana Roo","Fraude",256,0.13778
"Quintana Roo","Homicidio",1487,0.80033
"Quintana Roo","Hostigamiento sexual",38,0.02045
"Quintana Roo","Incesto",0,0
"Quintana Roo","Incumplimiento de obligaciones de asistencia familiar",564,0.30355
"Quintana Roo","Lesiones",4881,2.62704
"Quintana Roo","Narcomenudeo",2476,1.33263
"Quintana Roo","Otros delitos contra el patrimonio",271,0.14586
"Quintana Roo","Otros delitos contra la familia",826,0.44457
"Quintana Roo","Otros delitos contra la sociedad",1,0.00054
"Quintana Roo","Otros delitos del Fuero Común",2084,1.12165
"Quintana Roo","Otros delitos que atentan contra la libertad personal",1316,0.70829
"Quintana Roo","Otros delitos que atentan contra la libertad y la seguridad sexual",502,0.27019
"Quintana Roo","Otros delitos que atentan contra la vida y la integridad corporal",325,0.17492
"Quintana Roo","Rapto",0,0
"Quintana Roo","Robo",12586,6.77401
"Quintana Roo","Secuestro",11,0.00592
"Quintana Roo","Tráfico de menores",0,0
"Quintana Roo","Trata de personas",128,0.06889
"Quintana Roo","Violación equiparada",0,0
"Quintana Roo","Violación simple",718,0.38644
"Quintana Roo","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Quintana Roo","Violencia familiar",7195,3.87247
"San Luis Potosí","Aborto",12,0.00425
"San Luis Potosí","Abuso de confianza",681,0.2413
"San Luis Potosí","Abuso sexual",704,0.24945
"San Luis Potosí","Acoso sexual",307,0.10878
"San Luis Potosí","Allanamiento de morada",552,0.19559
"San Luis Potosí","Amenazas",3098,1.0977
"San Luis Potosí","Contra el medio ambiente",163,0.05776
"San Luis Potosí","Corrupción de menores",23,0.00815
"San Luis Potosí","Daño a la propiedad",5535,1.9612
"San Luis Potosí","Delitos cometidos por servidores públicos",608,0.21543
"San Luis Potosí","Despojo",555,0.19665
"San Luis Potosí","Electorales",58,0.02055
"San Luis Potosí","Evasión de presos",2,0.00071
"San Luis Potosí","Extorsión",128,0.04535
"San Luis Potosí","Falsedad",0,0
"San Luis Potosí","Falsificación",186,0.0659
"San Luis Potosí","Feminicidio",12,0.00425
"San Luis Potosí","Fraude",3230,1.14447
"San Luis Potosí","Homicidio",696,0.24661
"San Luis Potosí","Hostigamiento sexual",27,0.00957
"San Luis Potosí","Incesto",0,0
"San Luis Potosí","Incumplimiento de obligaciones de asistencia familiar",609,0.21578
"San Luis Potosí","Lesiones",4947,1.75285
"San Luis Potosí","Narcomenudeo",7426,2.63123
"San Luis Potosí","Otros delitos contra el patrimonio",607,0.21508
"San Luis Potosí","Otros delitos contra la familia",2,0.00071
"San Luis Potosí","Otros delitos contra la sociedad",0,0
"San Luis Potosí","Otros delitos del Fuero Común",3408,1.20755
"San Luis Potosí","Otros delitos que atentan contra la libertad personal",610,0.21614
"San Luis Potosí","Otros delitos que atentan contra la libertad y la seguridad sexual",370,0.1311
"San Luis Potosí","Otros delitos que atentan contra la vida y la integridad corporal",226,0.08008
"San Luis Potosí","Rapto",0,0
"San Luis Potosí","Robo",13749,4.87164
"San Luis Potosí","Secuestro",4,0.00142
"San Luis Potosí","Tráfico de menores",0,0
"San Luis Potosí","Trata de personas",17,0.00602
"San Luis Potosí","Violación equiparada",0,0
"San Luis Potosí","Violación simple",625,0.22145
"San Luis Potosí","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"San Luis Potosí","Violencia familiar",9562,3.38807
"Sinaloa","Aborto",0,0
"Sinaloa","Abuso de confianza",363,0.11992
"Sinaloa","Abuso sexual",555,0.18335
"Sinaloa","Acoso sexual",216,0.07136
"Sinaloa","Allanamiento de morada",68,0.02246
"Sinaloa","Amenazas",1945,0.64256
"Sinaloa","Contra el medio ambiente",0,0
"Sinaloa","Corrupción de menores",68,0.02246
"Sinaloa","Daño a la propiedad",2684,0.8867
"Sinaloa","Delitos cometidos por servidores públicos",155,0.05121
"Sinaloa","Despojo",507,0.1675
"Sinaloa","Electorales",10,0.0033
"Sinaloa","Evasión de presos",0,0
"Sinaloa","Extorsión",89,0.0294
"Sinaloa","Falsedad",63,0.02081
"Sinaloa","Falsificación",138,0.04559
"Sinaloa","Feminicidio",26,0.00859
"Sinaloa","Fraude",1017,0.33598
"Sinaloa","Homicidio",1419,0.46879
"Sinaloa","Hostigamiento sexual",12,0.00396
"Sinaloa","Incesto",0,0
"Sinaloa","Incumplimiento de obligaciones de asistencia familiar",256,0.08457
"Sinaloa","Lesiones",4337,1.4328
"Sinaloa","Narcomenudeo",209,0.06905
"Sinaloa","Otros delitos contra el patrimonio",50,0.01652
"Sinaloa","Otros delitos contra la familia",181,0.0598
"Sinaloa","Otros delitos contra la sociedad",98,0.03238
"Sinaloa","Otros delitos del Fuero Común",717,0.23687
"Sinaloa","Otros delitos que atentan contra la libertad personal",1599,0.52826
"Sinaloa","Otros delitos que atentan contra la libertad y la seguridad sexual",155,0.05121
"Sinaloa","Otros delitos que atentan contra la vida y la integridad corporal",681,0.22498
"Sinaloa","Rapto",0,0
"Sinaloa","Robo",9141,3.01988
"Sinaloa","Secuestro",7,0.00231
"Sinaloa","Tráfico de menores",2,0.00066
"Sinaloa","Trata de personas",7,0.00231
"Sinaloa","Violación equiparada",79,0.0261
"Sinaloa","Violación simple",299,0.09878
"Sinaloa","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Sinaloa","Violencia familiar",7336,2.42357
"Sonora","Aborto",5,0.0017
"Sonora","Abuso de confianza",128,0.04347
"Sonora","Abuso sexual",799,0.27132
"Sonora","Acoso sexual",164,0.05569
"Sonora","Allanamiento de morada",466,0.15824
"Sonora","Amenazas",1613,0.54774
"Sonora","Contra el medio ambiente",8,0.00272
"Sonora","Corrupción de menores",75,0.02547
"Sonora","Daño a la propiedad",2262,0.76812
"Sonora","Delitos cometidos por servidores públicos",70,0.02377
"Sonora","Despojo",286,0.09712
"Sonora","Electorales",2,0.00068
"Sonora","Evasión de presos",4,0.00136
"Sonora","Extorsión",64,0.02173
"Sonora","Falsedad",94,0.03192
"Sonora","Falsificación",44,0.01494
"Sonora","Feminicidio",25,0.00849
"Sonora","Fraude",690,0.23431
"Sonora","Homicidio",1423,0.48322
"Sonora","Hostigamiento sexual",19,0.00645
"Sonora","Incesto",0,0
"Sonora","Incumplimiento de obligaciones de asistencia familiar",2551,0.86626
"Sonora","Lesiones",2420,0.82178
"Sonora","Narcomenudeo",3999,1.35797
"Sonora","Otros delitos contra el patrimonio",420,0.14262
"Sonora","Otros delitos contra la familia",175,0.05943
"Sonora","Otros delitos contra la sociedad",192,0.0652
"Sonora","Otros delitos del Fuero Común",2157,0.73247
"Sonora","Otros delitos que atentan contra la libertad personal",569,0.19322
"Sonora","Otros delitos que atentan contra la libertad y la seguridad sexual",112,0.03803
"Sonora","Otros delitos que atentan contra la vida y la integridad corporal",506,0.17183
"Sonora","Rapto",0,0
"Sonora","Robo",6397,2.17227
"Sonora","Secuestro",26,0.00883
"Sonora","Tráfico de menores",0,0
"Sonora","Trata de personas",0,0
"Sonora","Violación equiparada",44,0.01494
"Sonora","Violación simple",161,0.05467
"Sonora","Violencia de género en todas sus modalidades distinta a la violencia familiar",2,0.00068
"Sonora","Violencia familiar",8366,2.8409
"Tabasco","Aborto",3,0.00125
"Tabasco","Abuso de confianza",635,0.2643
"Tabasco","Abuso sexual",266,0.11071
"Tabasco","Acoso sexual",0,0
"Tabasco","Allanamiento de morada",267,0.11113
"Tabasco","Amenazas",4120,1.71481
"Tabasco","Contra el medio ambiente",0,0
"Tabasco","Corrupción de menores",32,0.01332
"Tabasco","Daño a la propiedad",1969,0.81953
"Tabasco","Delitos cometidos por servidores públicos",129,0.05369
"Tabasco","Despojo",483,0.20103
"Tabasco","Electorales",44,0.01831
"Tabasco","Evasión de presos",3,0.00125
"Tabasco","Extorsión",144,0.05994
"Tabasco","Falsedad",42,0.01748
"Tabasco","Falsificación",139,0.05785
"Tabasco","Feminicidio",28,0.01165
"Tabasco","Fraude",1329,0.55315
"Tabasco","Homicidio",1180,0.49114
"Tabasco","Hostigamiento sexual",190,0.07908
"Tabasco","Incesto",0,0
"Tabasco","Incumplimiento de obligaciones de asistencia familiar",1013,0.42163
"Tabasco","Lesiones",4549,1.89337
"Tabasco","Narcomenudeo",330,0.13735
"Tabasco","Otros delitos contra el patrimonio",211,0.08782
"Tabasco","Otros delitos contra la familia",9,0.00375
"Tabasco","Otros delitos contra la sociedad",1,0.00042
"Tabasco","Otros delitos del Fuero Común",8610,3.58362
"Tabasco","Otros delitos que atentan contra la libertad personal",440,0.18314
"Tabasco","Otros delitos que atentan contra la libertad y la seguridad sexual",517,0.21518
"Tabasco","Otros delitos que atentan contra la vida y la integridad corporal",477,0.19854
"Tabasco","Rapto",0,0
"Tabasco","Robo",9794,4.07642
"Tabasco","Secuestro",36,0.01498
"Tabasco","Tráfico de menores",0,0
"Tabasco","Trata de personas",1,0.00042
"Tabasco","Violación equiparada",0,0
"Tabasco","Violación simple",272,0.11321
"Tabasco","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Tabasco","Violencia familiar",7288,3.03338
"Tamaulipas","Aborto",69,0.01956
"Tamaulipas","Abuso de confianza",634,0.17972
"Tamaulipas","Abuso sexual",760,0.21544
"Tamaulipas","Acoso sexual",136,0.03855
"Tamaulipas","Allanamiento de morada",242,0.0686
"Tamaulipas","Amenazas",2291,0.64943
"Tamaulipas","Contra el medio ambiente",8,0.00227
"Tamaulipas","Corrupción de menores",24,0.0068
"Tamaulipas","Daño a la propiedad",4159,1.17894
"Tamaulipas","Delitos cometidos por servidores públicos",493,0.13975
"Tamaulipas","Despojo",480,0.13606
"Tamaulipas","Electorales",25,0.00709
"Tamaulipas","Evasión de presos",1,0.00028
"Tamaulipas","Extorsión",103,0.0292
"Tamaulipas","Falsedad",134,0.03798
"Tamaulipas","Falsificación",153,0.04337
"Tamaulipas","Feminicidio",23,0.00652
"Tamaulipas","Fraude",1755,0.49749
"Tamaulipas","Homicidio",1020,0.28914
"Tamaulipas","Hostigamiento sexual",53,0.01502
"Tamaulipas","Incesto",0,0
"Tamaulipas","Incumplimiento de obligaciones de asistencia familiar",1506,0.4269
"Tamaulipas","Lesiones",3773,1.06952
"Tamaulipas","Narcomenudeo",231,0.06548
"Tamaulipas","Otros delitos contra el patrimonio",50,0.01417
"Tamaulipas","Otros delitos contra la familia",816,0.23131
"Tamaulipas","Otros delitos contra la sociedad",0,0
"Tamaulipas","Otros delitos del Fuero Común",1923,0.54511
"Tamaulipas","Otros delitos que atentan contra la libertad personal",477,0.13521
"Tamaulipas","Otros delitos que atentan contra la libertad y la seguridad sexual",209,0.05924
"Tamaulipas","Otros delitos que atentan contra la vida y la integridad corporal",371,0.10517
"Tamaulipas","Rapto",0,0
"Tamaulipas","Robo",9389,2.66148
"Tamaulipas","Secuestro",17,0.00482
"Tamaulipas","Tráfico de menores",0,0
"Tamaulipas","Trata de personas",8,0.00227
"Tamaulipas","Violación equiparada",0,0
"Tamaulipas","Violación simple",519,0.14712
"Tamaulipas","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Tamaulipas","Violencia familiar",8331,2.36157
"Tlaxcala","Aborto",0,0
"Tlaxcala","Abuso de confianza",1,0.00074
"Tlaxcala","Abuso sexual",22,0.01638
"Tlaxcala","Acoso sexual",3,0.00223
"Tlaxcala","Allanamiento de morada",46,0.03425
"Tlaxcala","Amenazas",4,0.00298
"Tlaxcala","Contra el medio ambiente",0,0
"Tlaxcala","Corrupción de menores",0,0
"Tlaxcala","Daño a la propiedad",36,0.02681
"Tlaxcala","Delitos cometidos por servidores públicos",0,0
