"año","Tipo de delito","Mes","Conteo"
2017,"Violación equiparada","Mayo",0
2017,"Violación equiparada","Junio",0
2017,"Violación equiparada","Julio",0
2017,"Violación equiparada","Agosto",0
2017,"Violación equiparada","Septiembre",0
2017,"Violación equiparada","Octubre",0
2017,"Violación equiparada","Noviembre",0
2017,"Violación equiparada","Diciembre",0
2017,"Violación simple","Enero",47
2017,"Violación simple","Febrero",54
2017,"Violación simple","Marzo",46
2017,"Violación simple","Abril",24
2017,"Violación simple","Mayo",51
2017,"Violación simple","Junio",43
2017,"Violación simple","Julio",36
2017,"Violación simple","Agosto",48
2017,"Violación simple","Septiembre",54
2017,"Violación simple","Octubre",54
2017,"Violación simple","Noviembre",66
2017,"Violación simple","Diciembre",37
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Enero",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Febrero",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Marzo",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Abril",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Mayo",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Junio",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Julio",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Agosto",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Septiembre",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Octubre",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Noviembre",0
2017,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Diciembre",0
2017,"Violencia familiar","Enero",303
2017,"Violencia familiar","Febrero",375
2017,"Violencia familiar","Marzo",332
2017,"Violencia familiar","Abril",338
2017,"Violencia familiar","Mayo",444
2017,"Violencia familiar","Junio",396
2017,"Violencia familiar","Julio",251
2017,"Violencia familiar","Agosto",453
2017,"Violencia familiar","Septiembre",415
2017,"Violencia familiar","Octubre",413
2017,"Violencia familiar","Noviembre",401
2017,"Violencia familiar","Diciembre",296
2018,"Aborto","Enero",2
2018,"Aborto","Febrero",2
2018,"Aborto","Marzo",2
2018,"Aborto","Abril",1
2018,"Aborto","Mayo",4
2018,"Aborto","Junio",0
2018,"Aborto","Julio",0
2018,"Aborto","Agosto",4
2018,"Aborto","Septiembre",0
2018,"Aborto","Octubre",3
2018,"Aborto","Noviembre",0
2018,"Aborto","Diciembre",0
2018,"Abuso de confianza","Enero",96
2018,"Abuso de confianza","Febrero",75
2018,"Abuso de confianza","Marzo",82
2018,"Abuso de confianza","Abril",109
2018,"Abuso de confianza","Mayo",243
2018,"Abuso de confianza","Junio",90
2018,"Abuso de confianza","Julio",87
2018,"Abuso de confianza","Agosto",106
2018,"Abuso de confianza","Septiembre",99
2018,"Abuso de confianza","Octubre",88
2018,"Abuso de confianza","Noviembre",94
2018,"Abuso de confianza","Diciembre",75
2018,"Abuso sexual","Enero",23
2018,"Abuso sexual","Febrero",28
2018,"Abuso sexual","Marzo",39
2018,"Abuso sexual","Abril",53
2018,"Abuso sexual","Mayo",49
2018,"Abuso sexual","Junio",38
2018,"Abuso sexual","Julio",37
2018,"Abuso sexual","Agosto",65
2018,"Abuso sexual","Septiembre",48
2018,"Abuso sexual","Octubre",51
2018,"Abuso sexual","Noviembre",50
2018,"Abuso sexual","Diciembre",33
2018,"Acoso sexual","Enero",4
2018,"Acoso sexual","Febrero",5
2018,"Acoso sexual","Marzo",0
2018,"Acoso sexual","Abril",3
2018,"Acoso sexual","Mayo",1
2018,"Acoso sexual","Junio",0
2018,"Acoso sexual","Julio",0
2018,"Acoso sexual","Agosto",0
2018,"Acoso sexual","Septiembre",0
2018,"Acoso sexual","Octubre",0
2018,"Acoso sexual","Noviembre",0
2018,"Acoso sexual","Diciembre",0
2018,"Allanamiento de morada","Enero",18
2018,"Allanamiento de morada","Febrero",30
2018,"Allanamiento de morada","Marzo",30
2018,"Allanamiento de morada","Abril",29
2018,"Allanamiento de morada","Mayo",23
2018,"Allanamiento de morada","Junio",30
2018,"Allanamiento de morada","Julio",33
2018,"Allanamiento de morada","Agosto",22
2018,"Allanamiento de morada","Septiembre",22
2018,"Allanamiento de morada","Octubre",26
2018,"Allanamiento de morada","Noviembre",44
2018,"Allanamiento de morada","Diciembre",30
2018,"Amenazas","Enero",311
2018,"Amenazas","Febrero",230
2018,"Amenazas","Marzo",359
2018,"Amenazas","Abril",394
2018,"Amenazas","Mayo",350
2018,"Amenazas","Junio",355
2018,"Amenazas","Julio",356
2018,"Amenazas","Agosto",327
2018,"Amenazas","Septiembre",408
2018,"Amenazas","Octubre",352
2018,"Amenazas","Noviembre",373
2018,"Amenazas","Diciembre",272
2018,"Contra el medio ambiente","Enero",0
2018,"Contra el medio ambiente","Febrero",1
2018,"Contra el medio ambiente","Marzo",1
2018,"Contra el medio ambiente","Abril",0
2018,"Contra el medio ambiente","Mayo",3
2018,"Contra el medio ambiente","Junio",0
2018,"Contra el medio ambiente","Julio",0
2018,"Contra el medio ambiente","Agosto",0
2018,"Contra el medio ambiente","Septiembre",0
2018,"Contra el medio ambiente","Octubre",0
2018,"Contra el medio ambiente","Noviembre",0
2018,"Contra el medio ambiente","Diciembre",0
2018,"Corrupción de menores","Enero",2
2018,"Corrupción de menores","Febrero",7
2018,"Corrupción de menores","Marzo",5
2018,"Corrupción de menores","Abril",4
2018,"Corrupción de menores","Mayo",4
2018,"Corrupción de menores","Junio",2
2018,"Corrupción de menores","Julio",2
2018,"Corrupción de menores","Agosto",0
2018,"Corrupción de menores","Septiembre",3
2018,"Corrupción de menores","Octubre",3
2018,"Corrupción de menores","Noviembre",4
2018,"Corrupción de menores","Diciembre",0
2018,"Daño a la propiedad","Enero",294
2018,"Daño a la propiedad","Febrero",266
2018,"Daño a la propiedad","Marzo",316
2018,"Daño a la propiedad","Abril",364
2018,"Daño a la propiedad","Mayo",286
2018,"Daño a la propiedad","Junio",321
2018,"Daño a la propiedad","Julio",315
2018,"Daño a la propiedad","Agosto",314
2018,"Daño a la propiedad","Septiembre",314
2018,"Daño a la propiedad","Octubre",334
2018,"Daño a la propiedad","Noviembre",326
2018,"Daño a la propiedad","Diciembre",294
2018,"Delitos cometidos por servidores públicos","Enero",35
2018,"Delitos cometidos por servidores públicos","Febrero",45
2018,"Delitos cometidos por servidores públicos","Marzo",41
2018,"Delitos cometidos por servidores públicos","Abril",41
2018,"Delitos cometidos por servidores públicos","Mayo",19
2018,"Delitos cometidos por servidores públicos","Junio",44
2018,"Delitos cometidos por servidores públicos","Julio",41
2018,"Delitos cometidos por servidores públicos","Agosto",42
2018,"Delitos cometidos por servidores públicos","Septiembre",48
2018,"Delitos cometidos por servidores públicos","Octubre",48
2018,"Delitos cometidos por servidores públicos","Noviembre",48
2018,"Delitos cometidos por servidores públicos","Diciembre",14
2018,"Despojo","Enero",85
2018,"Despojo","Febrero",68
2018,"Despojo","Marzo",98
2018,"Despojo","Abril",146
2018,"Despojo","Mayo",72
2018,"Despojo","Junio",96
2018,"Despojo","Julio",109
2018,"Despojo","Agosto",115
2018,"Despojo","Septiembre",108
2018,"Despojo","Octubre",115
2018,"Despojo","Noviembre",98
2018,"Despojo","Diciembre",65
2018,"Electorales","Enero",0
2018,"Electorales","Febrero",0
2018,"Electorales","Marzo",1
2018,"Electorales","Abril",1
2018,"Electorales","Mayo",5
2018,"Electorales","Junio",22
2018,"Electorales","Julio",6
2018,"Electorales","Agosto",1
2018,"Electorales","Septiembre",1
2018,"Electorales","Octubre",1
2018,"Electorales","Noviembre",0
2018,"Electorales","Diciembre",1
2018,"Evasión de presos","Enero",0
2018,"Evasión de presos","Febrero",0
2018,"Evasión de presos","Marzo",0
2018,"Evasión de presos","Abril",1
2018,"Evasión de presos","Mayo",0
2018,"Evasión de presos","Junio",0
2018,"Evasión de presos","Julio",1
2018,"Evasión de presos","Agosto",0
2018,"Evasión de presos","Septiembre",0
2018,"Evasión de presos","Octubre",0
2018,"Evasión de presos","Noviembre",0
2018,"Evasión de presos","Diciembre",0
2018,"Extorsión","Enero",11
2018,"Extorsión","Febrero",13
2018,"Extorsión","Marzo",12
2018,"Extorsión","Abril",14
2018,"Extorsión","Mayo",12
2018,"Extorsión","Junio",12
2018,"Extorsión","Julio",8
2018,"Extorsión","Agosto",17
2018,"Extorsión","Septiembre",11
2018,"Extorsión","Octubre",12
2018,"Extorsión","Noviembre",17
2018,"Extorsión","Diciembre",3
2018,"Falsedad","Enero",6
2018,"Falsedad","Febrero",12
2018,"Falsedad","Marzo",9
2018,"Falsedad","Abril",6
2018,"Falsedad","Mayo",7
2018,"Falsedad","Junio",9
2018,"Falsedad","Julio",9
2018,"Falsedad","Agosto",14
2018,"Falsedad","Septiembre",18
2018,"Falsedad","Octubre",15
2018,"Falsedad","Noviembre",28
2018,"Falsedad","Diciembre",8
2018,"Falsificación","Enero",37
2018,"Falsificación","Febrero",38
2018,"Falsificación","Marzo",31
2018,"Falsificación","Abril",25
2018,"Falsificación","Mayo",11
2018,"Falsificación","Junio",35
2018,"Falsificación","Julio",31
2018,"Falsificación","Agosto",29
2018,"Falsificación","Septiembre",28
2018,"Falsificación","Octubre",14
2018,"Falsificación","Noviembre",14
2018,"Falsificación","Diciembre",14
2018,"Feminicidio","Enero",2
2018,"Feminicidio","Febrero",1
2018,"Feminicidio","Marzo",1
2018,"Feminicidio","Abril",3
2018,"Feminicidio","Mayo",3
2018,"Feminicidio","Junio",3
2018,"Feminicidio","Julio",3
2018,"Feminicidio","Agosto",0
2018,"Feminicidio","Septiembre",2
2018,"Feminicidio","Octubre",1
2018,"Feminicidio","Noviembre",1
2018,"Feminicidio","Diciembre",0
2018,"Fraude","Enero",147
2018,"Fraude","Febrero",125
2018,"Fraude","Marzo",190
2018,"Fraude","Abril",180
2018,"Fraude","Mayo",117
2018,"Fraude","Junio",180
2018,"Fraude","Julio",173
2018,"Fraude","Agosto",201
2018,"Fraude","Septiembre",156
2018,"Fraude","Octubre",165
2018,"Fraude","Noviembre",136
2018,"Fraude","Diciembre",116
2018,"Homicidio","Enero",63
2018,"Homicidio","Febrero",67
2018,"Homicidio","Marzo",80
2018,"Homicidio","Abril",39
2018,"Homicidio","Mayo",68
2018,"Homicidio","Junio",30
2018,"Homicidio","Julio",43
2018,"Homicidio","Agosto",76
2018,"Homicidio","Septiembre",68
2018,"Homicidio","Octubre",69
2018,"Homicidio","Noviembre",61
2018,"Homicidio","Diciembre",69
2018,"Hostigamiento sexual","Enero",0
2018,"Hostigamiento sexual","Febrero",0
2018,"Hostigamiento sexual","Marzo",1
2018,"Hostigamiento sexual","Abril",0
2018,"Hostigamiento sexual","Mayo",7
2018,"Hostigamiento sexual","Junio",5
2018,"Hostigamiento sexual","Julio",4
2018,"Hostigamiento sexual","Agosto",4
2018,"Hostigamiento sexual","Septiembre",3
2018,"Hostigamiento sexual","Octubre",8
2018,"Hostigamiento sexual","Noviembre",5
2018,"Hostigamiento sexual","Diciembre",4
2018,"Incesto","Enero",0
2018,"Incesto","Febrero",0
2018,"Incesto","Marzo",0
2018,"Incesto","Abril",0
2018,"Incesto","Mayo",0
2018,"Incesto","Junio",0
2018,"Incesto","Julio",0
2018,"Incesto","Agosto",0
2018,"Incesto","Septiembre",0
2018,"Incesto","Octubre",0
2018,"Incesto","Noviembre",0
2018,"Incesto","Diciembre",0
2018,"Incumplimiento de obligaciones de asistencia familiar","Enero",63
2018,"Incumplimiento de obligaciones de asistencia familiar","Febrero",78
2018,"Incumplimiento de obligaciones de asistencia familiar","Marzo",70
2018,"Incumplimiento de obligaciones de asistencia familiar","Abril",80
2018,"Incumplimiento de obligaciones de asistencia familiar","Mayo",71
2018,"Incumplimiento de obligaciones de asistencia familiar","Junio",66
2018,"Incumplimiento de obligaciones de asistencia familiar","Julio",54
2018,"Incumplimiento de obligaciones de asistencia familiar","Agosto",90
2018,"Incumplimiento de obligaciones de asistencia familiar","Septiembre",100
2018,"Incumplimiento de obligaciones de asistencia familiar","Octubre",89
2018,"Incumplimiento de obligaciones de asistencia familiar","Noviembre",69
2018,"Incumplimiento de obligaciones de asistencia familiar","Diciembre",54
2018,"Lesiones","Enero",541
2018,"Lesiones","Febrero",389
2018,"Lesiones","Marzo",602
2018,"Lesiones","Abril",729
2018,"Lesiones","Mayo",723
2018,"Lesiones","Junio",606
2018,"Lesiones","Julio",606
2018,"Lesiones","Agosto",628
2018,"Lesiones","Septiembre",615
2018,"Lesiones","Octubre",611
2018,"Lesiones","Noviembre",553
2018,"Lesiones","Diciembre",535
2018,"Narcomenudeo","Enero",21
2018,"Narcomenudeo","Febrero",29
2018,"Narcomenudeo","Marzo",29
2018,"Narcomenudeo","Abril",33
2018,"Narcomenudeo","Mayo",27
2018,"Narcomenudeo","Junio",16
2018,"Narcomenudeo","Julio",22
2018,"Narcomenudeo","Agosto",35
2018,"Narcomenudeo","Septiembre",27
2018,"Narcomenudeo","Octubre",13
2018,"Narcomenudeo","Noviembre",10
2018,"Narcomenudeo","Diciembre",8
2018,"Otros delitos contra el patrimonio","Enero",7
2018,"Otros delitos contra el patrimonio","Febrero",13
2018,"Otros delitos contra el patrimonio","Marzo",17
2018,"Otros delitos contra el patrimonio","Abril",13
2018,"Otros delitos contra el patrimonio","Mayo",9
2018,"Otros delitos contra el patrimonio","Junio",23
2018,"Otros delitos contra el patrimonio","Julio",15
2018,"Otros delitos contra el patrimonio","Agosto",16
2018,"Otros delitos contra el patrimonio","Septiembre",21
2018,"Otros delitos contra el patrimonio","Octubre",14
2018,"Otros delitos contra el patrimonio","Noviembre",20
2018,"Otros delitos contra el patrimonio","Diciembre",21
2018,"Otros delitos contra la familia","Enero",0
2018,"Otros delitos contra la familia","Febrero",0
2018,"Otros delitos contra la familia","Marzo",0
2018,"Otros delitos contra la familia","Abril",0
2018,"Otros delitos contra la familia","Mayo",0
2018,"Otros delitos contra la familia","Junio",0
2018,"Otros delitos contra la familia","Julio",1
2018,"Otros delitos contra la familia","Agosto",0
2018,"Otros delitos contra la familia","Septiembre",0
2018,"Otros delitos contra la familia","Octubre",1
2018,"Otros delitos contra la familia","Noviembre",0
2018,"Otros delitos contra la familia","Diciembre",1
2018,"Otros delitos contra la sociedad","Enero",3
2018,"Otros delitos contra la sociedad","Febrero",2
2018,"Otros delitos contra la sociedad","Marzo",1
2018,"Otros delitos contra la sociedad","Abril",2
2018,"Otros delitos contra la sociedad","Mayo",1
2018,"Otros delitos contra la sociedad","Junio",0
2018,"Otros delitos contra la sociedad","Julio",0
2018,"Otros delitos contra la sociedad","Agosto",4
2018,"Otros delitos contra la sociedad","Septiembre",7
2018,"Otros delitos contra la sociedad","Octubre",0
2018,"Otros delitos contra la sociedad","Noviembre",8
2018,"Otros delitos contra la sociedad","Diciembre",1
2018,"Otros delitos del Fuero Común","Enero",316
2018,"Otros delitos del Fuero Común","Febrero",318
2018,"Otros delitos del Fuero Común","Marzo",345
2018,"Otros delitos del Fuero Común","Abril",423
2018,"Otros delitos del Fuero Común","Mayo",539
2018,"Otros delitos del Fuero Común","Junio",435
2018,"Otros delitos del Fuero Común","Julio",456
2018,"Otros delitos del Fuero Común","Agosto",519
2018,"Otros delitos del Fuero Común","Septiembre",540
2018,"Otros delitos del Fuero Común","Octubre",464
2018,"Otros delitos del Fuero Común","Noviembre",471
2018,"Otros delitos del Fuero Común","Diciembre",289
2018,"Otros delitos que atentan contra la libertad personal","Enero",157
2018,"Otros delitos que atentan contra la libertad personal","Febrero",135
2018,"Otros delitos que atentan contra la libertad personal","Marzo",166
2018,"Otros delitos que atentan contra la libertad personal","Abril",192
2018,"Otros delitos que atentan contra la libertad personal","Mayo",163
2018,"Otros delitos que atentan contra la libertad personal","Junio",143
2018,"Otros delitos que atentan contra la libertad personal","Julio",157
2018,"Otros delitos que atentan contra la libertad personal","Agosto",177
2018,"Otros delitos que atentan contra la libertad personal","Septiembre",176
2018,"Otros delitos que atentan contra la libertad personal","Octubre",174
2018,"Otros delitos que atentan contra la libertad personal","Noviembre",179
2018,"Otros delitos que atentan contra la libertad personal","Diciembre",122
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Enero",6
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Febrero",5
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Marzo",10
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Abril",6
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Mayo",10
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Junio",5
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Julio",10
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Agosto",7
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Septiembre",13
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Octubre",4
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Noviembre",6
2018,"Otros delitos que atentan contra la libertad y la seguridad sexual","Diciembre",4
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Enero",3
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Febrero",7
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Marzo",10
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Abril",6
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Mayo",36
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Junio",31
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Julio",27
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Agosto",37
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Septiembre",22
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Octubre",22
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Noviembre",14
2018,"Otros delitos que atentan contra la vida y la integridad corporal","Diciembre",28
2018,"Rapto","Enero",1
2018,"Rapto","Febrero",0
2018,"Rapto","Marzo",0
2018,"Rapto","Abril",0
2018,"Rapto","Mayo",0
2018,"Rapto","Junio",0
2018,"Rapto","Julio",0
2018,"Rapto","Agosto",0
2018,"Rapto","Septiembre",1
2018,"Rapto","Octubre",1
2018,"Rapto","Noviembre",0
2018,"Rapto","Diciembre",0
2018,"Robo","Enero",1439
2018,"Robo","Febrero",1086
2018,"Robo","Marzo",1016
2018,"Robo","Abril",1306
2018,"Robo","Mayo",1233
2018,"Robo","Junio",1167
2018,"Robo","Julio",1205
2018,"Robo","Agosto",1204
2018,"Robo","Septiembre",1155
2018,"Robo","Octubre",1265
2018,"Robo","Noviembre",1425
2018,"Robo","Diciembre",1140
2018,"Secuestro","Enero",4
2018,"Secuestro","Febrero",1
2018,"Secuestro","Marzo",3
2018,"Secuestro","Abril",2
2018,"Secuestro","Mayo",3
2018,"Secuestro","Junio",1
2018,"Secuestro","Julio",1
2018,"Secuestro","Agosto",0
2018,"Secuestro","Septiembre",0
2018,"Secuestro","Octubre",2
2018,"Secuestro","Noviembre",3
2018,"Secuestro","Diciembre",1
2018,"Tráfico de menores","Enero",0
2018,"Tráfico de menores","Febrero",0
2018,"Tráfico de menores","Marzo",0
2018,"Tráfico de menores","Abril",0
2018,"Tráfico de menores","Mayo",0
2018,"Tráfico de menores","Junio",0
2018,"Tráfico de menores","Julio",0
2018,"Tráfico de menores","Agosto",0
2018,"Tráfico de menores","Septiembre",0
2018,"Tráfico de menores","Octubre",0
2018,"Tráfico de menores","Noviembre",1
2018,"Tráfico de menores","Diciembre",0
2018,"Trata de personas","Enero",0
2018,"Trata de personas","Febrero",2
2018,"Trata de personas","Marzo",1
2018,"Trata de personas","Abril",3
2018,"Trata de personas","Mayo",1
2018,"Trata de personas","Junio",1
2018,"Trata de personas","Julio",1
2018,"Trata de personas","Agosto",1
2018,"Trata de personas","Septiembre",2
2018,"Trata de personas","Octubre",1
2018,"Trata de personas","Noviembre",0
2018,"Trata de personas","Diciembre",0
2018,"Violación equiparada","Enero",0
2018,"Violación equiparada","Febrero",0
2018,"Violación equiparada","Marzo",0
2018,"Violación equiparada","Abril",0
2018,"Violación equiparada","Mayo",0
2018,"Violación equiparada","Junio",0
2018,"Violación equiparada","Julio",0
2018,"Violación equiparada","Agosto",0
2018,"Violación equiparada","Septiembre",0
2018,"Violación equiparada","Octubre",0
2018,"Violación equiparada","Noviembre",2
2018,"Violación equiparada","Diciembre",0
2018,"Violación simple","Enero",40
2018,"Violación simple","Febrero",54
2018,"Violación simple","Marzo",66
2018,"Violación simple","Abril",62
2018,"Violación simple","Mayo",50
2018,"Violación simple","Junio",57
2018,"Violación simple","Julio",45
2018,"Violación simple","Agosto",58
2018,"Violación simple","Septiembre",55
2018,"Violación simple","Octubre",46
2018,"Violación simple","Noviembre",43
2018,"Violación simple","Diciembre",34
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Enero",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Febrero",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Marzo",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Abril",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Mayo",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Junio",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Julio",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Agosto",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Septiembre",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Octubre",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Noviembre",0
2018,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Diciembre",0
2018,"Violencia familiar","Enero",351
2018,"Violencia familiar","Febrero",410
2018,"Violencia familiar","Marzo",437
2018,"Violencia familiar","Abril",413
2018,"Violencia familiar","Mayo",487
2018,"Violencia familiar","Junio",491
2018,"Violencia familiar","Julio",324
2018,"Violencia familiar","Agosto",542
2018,"Violencia familiar","Septiembre",444
2018,"Violencia familiar","Octubre",467
2018,"Violencia familiar","Noviembre",428
2018,"Violencia familiar","Diciembre",289
2019,"Aborto","Enero",2
2019,"Aborto","Febrero",0
2019,"Aborto","Marzo",3
2019,"Aborto","Abril",0
2019,"Aborto","Mayo",2
2019,"Aborto","Junio",1
2019,"Aborto","Julio",1
2019,"Aborto","Agosto",0
2019,"Aborto","Septiembre",4
2019,"Aborto","Octubre",1
2019,"Aborto","Noviembre",1
2019,"Aborto","Diciembre",0
2019,"Abuso de confianza","Enero",85
2019,"Abuso de confianza","Febrero",81
2019,"Abuso de confianza","Marzo",69
2019,"Abuso de confianza","Abril",65
2019,"Abuso de confianza","Mayo",82
2019,"Abuso de confianza","Junio",51
2019,"Abuso de confianza","Julio",59
2019,"Abuso de confianza","Agosto",55
2019,"Abuso de confianza","Septiembre",66
2019,"Abuso de confianza","Octubre",55
2019,"Abuso de confianza","Noviembre",45
2019,"Abuso de confianza","Diciembre",54
2019,"Abuso sexual","Enero",65
2019,"Abuso sexual","Febrero",85
2019,"Abuso sexual","Marzo",58
2019,"Abuso sexual","Abril",57
2019,"Abuso sexual","Mayo",54
2019,"Abuso sexual","Junio",71
2019,"Abuso sexual","Julio",48
2019,"Abuso sexual","Agosto",42
2019,"Abuso sexual","Septiembre",54
2019,"Abuso sexual","Octubre",70
2019,"Abuso sexual","Noviembre",68
2019,"Abuso sexual","Diciembre",31
2019,"Acoso sexual","Enero",0
2019,"Acoso sexual","Febrero",0
2019,"Acoso sexual","Marzo",0
2019,"Acoso sexual","Abril",3
2019,"Acoso sexual","Mayo",0
2019,"Acoso sexual","Junio",1
2019,"Acoso sexual","Julio",0
2019,"Acoso sexual","Agosto",0
2019,"Acoso sexual","Septiembre",0
2019,"Acoso sexual","Octubre",0
2019,"Acoso sexual","Noviembre",0
2019,"Acoso sexual","Diciembre",0
2019,"Allanamiento de morada","Enero",37
2019,"Allanamiento de morada","Febrero",53
2019,"Allanamiento de morada","Marzo",33
2019,"Allanamiento de morada","Abril",50
2019,"Allanamiento de morada","Mayo",38
2019,"Allanamiento de morada","Junio",31
2019,"Allanamiento de morada","Julio",24
2019,"Allanamiento de morada","Agosto",29
2019,"Allanamiento de morada","Septiembre",35
2019,"Allanamiento de morada","Octubre",32
2019,"Allanamiento de morada","Noviembre",23
2019,"Allanamiento de morada","Diciembre",23
2019,"Amenazas","Enero",386
2019,"Amenazas","Febrero",378
2019,"Amenazas","Marzo",337
2019,"Amenazas","Abril",367
2019,"Amenazas","Mayo",386
2019,"Amenazas","Junio",254
2019,"Amenazas","Julio",304
2019,"Amenazas","Agosto",268
2019,"Amenazas","Septiembre",292
2019,"Amenazas","Octubre",296
2019,"Amenazas","Noviembre",249
2019,"Amenazas","Diciembre",196
2019,"Contra el medio ambiente","Enero",1
2019,"Contra el medio ambiente","Febrero",1
2019,"Contra el medio ambiente","Marzo",0
2019,"Contra el medio ambiente","Abril",0
2019,"Contra el medio ambiente","Mayo",0
2019,"Contra el medio ambiente","Junio",1
2019,"Contra el medio ambiente","Julio",2
2019,"Contra el medio ambiente","Agosto",0
2019,"Contra el medio ambiente","Septiembre",2
2019,"Contra el medio ambiente","Octubre",1
2019,"Contra el medio ambiente","Noviembre",0
2019,"Contra el medio ambiente","Diciembre",0
2019,"Corrupción de menores","Enero",9
2019,"Corrupción de menores","Febrero",3
2019,"Corrupción de menores","Marzo",3
2019,"Corrupción de menores","Abril",1
2019,"Corrupción de menores","Mayo",2
2019,"Corrupción de menores","Junio",4
2019,"Corrupción de menores","Julio",1
2019,"Corrupción de menores","Agosto",2
2019,"Corrupción de menores","Septiembre",3
2019,"Corrupción de menores","Octubre",2
2019,"Corrupción de menores","Noviembre",3
2019,"Corrupción de menores","Diciembre",0
2019,"Daño a la propiedad","Enero",345
2019,"Daño a la propiedad","Febrero",341
2019,"Daño a la propiedad","Marzo",274
2019,"Daño a la propiedad","Abril",296
2019,"Daño a la propiedad","Mayo",304
2019,"Daño a la propiedad","Junio",278
2019,"Daño a la propiedad","Julio",248
2019,"Daño a la propiedad","Agosto",266
2019,"Daño a la propiedad","Septiembre",236
2019,"Daño a la propiedad","Octubre",284
2019,"Daño a la propiedad","Noviembre",208
2019,"Daño a la propiedad","Diciembre",219
2019,"Delitos cometidos por servidores públicos","Enero",53
2019,"Delitos cometidos por servidores públicos","Febrero",43
2019,"Delitos cometidos por servidores públicos","Marzo",41
2019,"Delitos cometidos por servidores públicos","Abril",40
2019,"Delitos cometidos por servidores públicos","Mayo",61
2019,"Delitos cometidos por servidores públicos","Junio",42
2019,"Delitos cometidos por servidores públicos","Julio",343
2019,"Delitos cometidos por servidores públicos","Agosto",21
2019,"Delitos cometidos por servidores públicos","Septiembre",47
2019,"Delitos cometidos por servidores públicos","Octubre",57
2019,"Delitos cometidos por servidores públicos","Noviembre",48
2019,"Delitos cometidos por servidores públicos","Diciembre",21
2019,"Despojo","Enero",122
2019,"Despojo","Febrero",123
2019,"Despojo","Marzo",118
2019,"Despojo","Abril",88
2019,"Despojo","Mayo",115
2019,"Despojo","Junio",84
2019,"Despojo","Julio",83
2019,"Despojo","Agosto",102
2019,"Despojo","Septiembre",66
2019,"Despojo","Octubre",86
2019,"Despojo","Noviembre",66
2019,"Despojo","Diciembre",51
2019,"Electorales","Enero",1
2019,"Electorales","Febrero",0
2019,"Electorales","Marzo",0
2019,"Electorales","Abril",0
2019,"Electorales","Mayo",1
2019,"Electorales","Junio",1
2019,"Electorales","Julio",0
2019,"Electorales","Agosto",0
2019,"Electorales","Septiembre",0
2019,"Electorales","Octubre",4
2019,"Electorales","Noviembre",1
2019,"Electorales","Diciembre",0
2019,"Evasión de presos","Enero",1
2019,"Evasión de presos","Febrero",0
2019,"Evasión de presos","Marzo",1
