"año","Tipo de delito","Mes","Conteo"
2020,"Otros delitos contra el patrimonio","Marzo",21
2020,"Otros delitos contra el patrimonio","Abril",2
2020,"Otros delitos contra el patrimonio","Mayo",2
2020,"Otros delitos contra el patrimonio","Junio",1
2020,"Otros delitos contra el patrimonio","Julio",4
2020,"Otros delitos contra el patrimonio","Agosto",6
2020,"Otros delitos contra el patrimonio","Septiembre",16
2020,"Otros delitos contra el patrimonio","Octubre",14
2020,"Otros delitos contra el patrimonio","Noviembre",29
2020,"Otros delitos contra el patrimonio","Diciembre",23
2020,"Otros delitos contra la familia","Enero",0
2020,"Otros delitos contra la familia","Febrero",2
2020,"Otros delitos contra la familia","Marzo",0
2020,"Otros delitos contra la familia","Abril",0
2020,"Otros delitos contra la familia","Mayo",0
2020,"Otros delitos contra la familia","Junio",1
2020,"Otros delitos contra la familia","Julio",0
2020,"Otros delitos contra la familia","Agosto",0
2020,"Otros delitos contra la familia","Septiembre",2
2020,"Otros delitos contra la familia","Octubre",0
2020,"Otros delitos contra la familia","Noviembre",0
2020,"Otros delitos contra la familia","Diciembre",0
2020,"Otros delitos contra la sociedad","Enero",2
2020,"Otros delitos contra la sociedad","Febrero",4
2020,"Otros delitos contra la sociedad","Marzo",1
2020,"Otros delitos contra la sociedad","Abril",2
2020,"Otros delitos contra la sociedad","Mayo",0
2020,"Otros delitos contra la sociedad","Junio",1
2020,"Otros delitos contra la sociedad","Julio",1
2020,"Otros delitos contra la sociedad","Agosto",0
2020,"Otros delitos contra la sociedad","Septiembre",2
2020,"Otros delitos contra la sociedad","Octubre",0
2020,"Otros delitos contra la sociedad","Noviembre",0
2020,"Otros delitos contra la sociedad","Diciembre",0
2020,"Otros delitos del Fuero Común","Enero",382
2020,"Otros delitos del Fuero Común","Febrero",374
2020,"Otros delitos del Fuero Común","Marzo",442
2020,"Otros delitos del Fuero Común","Abril",240
2020,"Otros delitos del Fuero Común","Mayo",209
2020,"Otros delitos del Fuero Común","Junio",331
2020,"Otros delitos del Fuero Común","Julio",359
2020,"Otros delitos del Fuero Común","Agosto",409
2020,"Otros delitos del Fuero Común","Septiembre",442
2020,"Otros delitos del Fuero Común","Octubre",411
2020,"Otros delitos del Fuero Común","Noviembre",403
2020,"Otros delitos del Fuero Común","Diciembre",297
2020,"Otros delitos que atentan contra la libertad personal","Enero",154
2020,"Otros delitos que atentan contra la libertad personal","Febrero",172
2020,"Otros delitos que atentan contra la libertad personal","Marzo",187
2020,"Otros delitos que atentan contra la libertad personal","Abril",134
2020,"Otros delitos que atentan contra la libertad personal","Mayo",119
2020,"Otros delitos que atentan contra la libertad personal","Junio",162
2020,"Otros delitos que atentan contra la libertad personal","Julio",154
2020,"Otros delitos que atentan contra la libertad personal","Agosto",171
2020,"Otros delitos que atentan contra la libertad personal","Septiembre",158
2020,"Otros delitos que atentan contra la libertad personal","Octubre",137
2020,"Otros delitos que atentan contra la libertad personal","Noviembre",144
2020,"Otros delitos que atentan contra la libertad personal","Diciembre",61
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Enero",3
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Febrero",2
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Marzo",8
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Abril",1
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Mayo",1
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Junio",1
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Julio",4
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Agosto",4
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Septiembre",5
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Octubre",5
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Noviembre",4
2020,"Otros delitos que atentan contra la libertad y la seguridad sexual","Diciembre",4
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Enero",43
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Febrero",36
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Marzo",24
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Abril",16
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Mayo",7
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Junio",19
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Julio",18
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Agosto",55
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Septiembre",21
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Octubre",18
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Noviembre",28
2020,"Otros delitos que atentan contra la vida y la integridad corporal","Diciembre",16
2020,"Rapto","Enero",1
2020,"Rapto","Febrero",0
2020,"Rapto","Marzo",0
2020,"Rapto","Abril",0
2020,"Rapto","Mayo",0
2020,"Rapto","Junio",0
2020,"Rapto","Julio",2
2020,"Rapto","Agosto",1
2020,"Rapto","Septiembre",1
2020,"Rapto","Octubre",0
2020,"Rapto","Noviembre",0
2020,"Rapto","Diciembre",0
2020,"Robo","Enero",1354
2020,"Robo","Febrero",1246
2020,"Robo","Marzo",1225
2020,"Robo","Abril",823
2020,"Robo","Mayo",725
2020,"Robo","Junio",693
2020,"Robo","Julio",803
2020,"Robo","Agosto",896
2020,"Robo","Septiembre",957
2020,"Robo","Octubre",1077
2020,"Robo","Noviembre",1003
2020,"Robo","Diciembre",786
2020,"Secuestro","Enero",0
2020,"Secuestro","Febrero",1
2020,"Secuestro","Marzo",6
2020,"Secuestro","Abril",3
2020,"Secuestro","Mayo",2
2020,"Secuestro","Junio",2
2020,"Secuestro","Julio",1
2020,"Secuestro","Agosto",1
2020,"Secuestro","Septiembre",2
2020,"Secuestro","Octubre",1
2020,"Secuestro","Noviembre",1
2020,"Secuestro","Diciembre",2
2020,"Tráfico de menores","Enero",0
2020,"Tráfico de menores","Febrero",0
2020,"Tráfico de menores","Marzo",0
2020,"Tráfico de menores","Abril",0
2020,"Tráfico de menores","Mayo",0
2020,"Tráfico de menores","Junio",0
2020,"Tráfico de menores","Julio",0
2020,"Tráfico de menores","Agosto",0
2020,"Tráfico de menores","Septiembre",0
2020,"Tráfico de menores","Octubre",0
2020,"Tráfico de menores","Noviembre",1
2020,"Tráfico de menores","Diciembre",0
2020,"Trata de personas","Enero",2
2020,"Trata de personas","Febrero",0
2020,"Trata de personas","Marzo",3
2020,"Trata de personas","Abril",3
2020,"Trata de personas","Mayo",0
2020,"Trata de personas","Junio",0
2020,"Trata de personas","Julio",0
2020,"Trata de personas","Agosto",0
2020,"Trata de personas","Septiembre",0
2020,"Trata de personas","Octubre",0
2020,"Trata de personas","Noviembre",1
2020,"Trata de personas","Diciembre",0
2020,"Violación equiparada","Enero",32
2020,"Violación equiparada","Febrero",51
2020,"Violación equiparada","Marzo",28
2020,"Violación equiparada","Abril",18
2020,"Violación equiparada","Mayo",12
2020,"Violación equiparada","Junio",13
2020,"Violación equiparada","Julio",29
2020,"Violación equiparada","Agosto",27
2020,"Violación equiparada","Septiembre",27
2020,"Violación equiparada","Octubre",38
2020,"Violación equiparada","Noviembre",31
2020,"Violación equiparada","Diciembre",28
2020,"Violación simple","Enero",40
2020,"Violación simple","Febrero",34
2020,"Violación simple","Marzo",51
2020,"Violación simple","Abril",29
2020,"Violación simple","Mayo",23
2020,"Violación simple","Junio",41
2020,"Violación simple","Julio",27
2020,"Violación simple","Agosto",27
2020,"Violación simple","Septiembre",19
2020,"Violación simple","Octubre",23
2020,"Violación simple","Noviembre",31
2020,"Violación simple","Diciembre",25
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Enero",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Febrero",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Marzo",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Abril",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Mayo",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Junio",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Julio",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Agosto",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Septiembre",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Octubre",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Noviembre",0
2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Diciembre",0
2020,"Violencia familiar","Enero",406
2020,"Violencia familiar","Febrero",435
2020,"Violencia familiar","Marzo",631
2020,"Violencia familiar","Abril",576
2020,"Violencia familiar","Mayo",408
2020,"Violencia familiar","Junio",522
2020,"Violencia familiar","Julio",511
2020,"Violencia familiar","Agosto",451
2020,"Violencia familiar","Septiembre",508
2020,"Violencia familiar","Octubre",479
2020,"Violencia familiar","Noviembre",423
2020,"Violencia familiar","Diciembre",374
2021,"Aborto","Enero",1
2021,"Aborto","Febrero",3
2021,"Aborto","Marzo",1
2021,"Aborto","Abril",4
2021,"Aborto","Mayo",2
2021,"Aborto","Junio",3
2021,"Aborto","Julio",1
2021,"Aborto","Agosto",1
2021,"Aborto","Septiembre",1
2021,"Aborto","Octubre",0
2021,"Aborto","Noviembre",0
2021,"Aborto","Diciembre",2
2021,"Abuso de confianza","Enero",9
2021,"Abuso de confianza","Febrero",9
2021,"Abuso de confianza","Marzo",34
2021,"Abuso de confianza","Abril",54
2021,"Abuso de confianza","Mayo",42
2021,"Abuso de confianza","Junio",33
2021,"Abuso de confianza","Julio",41
2021,"Abuso de confianza","Agosto",46
2021,"Abuso de confianza","Septiembre",52
2021,"Abuso de confianza","Octubre",51
2021,"Abuso de confianza","Noviembre",44
2021,"Abuso de confianza","Diciembre",30
2021,"Abuso sexual","Enero",41
2021,"Abuso sexual","Febrero",38
2021,"Abuso sexual","Marzo",80
2021,"Abuso sexual","Abril",59
2021,"Abuso sexual","Mayo",78
2021,"Abuso sexual","Junio",67
2021,"Abuso sexual","Julio",52
2021,"Abuso sexual","Agosto",44
2021,"Abuso sexual","Septiembre",50
2021,"Abuso sexual","Octubre",64
2021,"Abuso sexual","Noviembre",49
2021,"Abuso sexual","Diciembre",33
2021,"Acoso sexual","Enero",0
2021,"Acoso sexual","Febrero",0
2021,"Acoso sexual","Marzo",0
2021,"Acoso sexual","Abril",0
2021,"Acoso sexual","Mayo",0
2021,"Acoso sexual","Junio",0
2021,"Acoso sexual","Julio",0
2021,"Acoso sexual","Agosto",0
2021,"Acoso sexual","Septiembre",0
2021,"Acoso sexual","Octubre",0
2021,"Acoso sexual","Noviembre",0
2021,"Acoso sexual","Diciembre",0
2021,"Allanamiento de morada","Enero",15
2021,"Allanamiento de morada","Febrero",7
2021,"Allanamiento de morada","Marzo",25
2021,"Allanamiento de morada","Abril",30
2021,"Allanamiento de morada","Mayo",34
2021,"Allanamiento de morada","Junio",26
2021,"Allanamiento de morada","Julio",33
2021,"Allanamiento de morada","Agosto",23
2021,"Allanamiento de morada","Septiembre",21
2021,"Allanamiento de morada","Octubre",23
2021,"Allanamiento de morada","Noviembre",23
2021,"Allanamiento de morada","Diciembre",26
2021,"Amenazas","Enero",55
2021,"Amenazas","Febrero",79
2021,"Amenazas","Marzo",181
2021,"Amenazas","Abril",223
2021,"Amenazas","Mayo",225
2021,"Amenazas","Junio",193
2021,"Amenazas","Julio",167
2021,"Amenazas","Agosto",182
2021,"Amenazas","Septiembre",201
2021,"Amenazas","Octubre",311
2021,"Amenazas","Noviembre",246
2021,"Amenazas","Diciembre",238
2021,"Contra el medio ambiente","Enero",0
2021,"Contra el medio ambiente","Febrero",0
2021,"Contra el medio ambiente","Marzo",0
2021,"Contra el medio ambiente","Abril",0
2021,"Contra el medio ambiente","Mayo",0
2021,"Contra el medio ambiente","Junio",0
2021,"Contra el medio ambiente","Julio",0
2021,"Contra el medio ambiente","Agosto",0
2021,"Contra el medio ambiente","Septiembre",0
2021,"Contra el medio ambiente","Octubre",0
2021,"Contra el medio ambiente","Noviembre",0
2021,"Contra el medio ambiente","Diciembre",0
2021,"Corrupción de menores","Enero",1
2021,"Corrupción de menores","Febrero",1
2021,"Corrupción de menores","Marzo",2
2021,"Corrupción de menores","Abril",4
2021,"Corrupción de menores","Mayo",5
2021,"Corrupción de menores","Junio",3
2021,"Corrupción de menores","Julio",2
2021,"Corrupción de menores","Agosto",0
2021,"Corrupción de menores","Septiembre",1
2021,"Corrupción de menores","Octubre",3
2021,"Corrupción de menores","Noviembre",3
2021,"Corrupción de menores","Diciembre",0
2021,"Daño a la propiedad","Enero",58
2021,"Daño a la propiedad","Febrero",73
2021,"Daño a la propiedad","Marzo",239
2021,"Daño a la propiedad","Abril",257
2021,"Daño a la propiedad","Mayo",227
2021,"Daño a la propiedad","Junio",184
2021,"Daño a la propiedad","Julio",160
2021,"Daño a la propiedad","Agosto",189
2021,"Daño a la propiedad","Septiembre",175
2021,"Daño a la propiedad","Octubre",246
2021,"Daño a la propiedad","Noviembre",237
2021,"Daño a la propiedad","Diciembre",236
2021,"Delitos cometidos por servidores públicos","Enero",12
2021,"Delitos cometidos por servidores públicos","Febrero",26
2021,"Delitos cometidos por servidores públicos","Marzo",45
2021,"Delitos cometidos por servidores públicos","Abril",29
2021,"Delitos cometidos por servidores públicos","Mayo",56
2021,"Delitos cometidos por servidores públicos","Junio",39
2021,"Delitos cometidos por servidores públicos","Julio",30
2021,"Delitos cometidos por servidores públicos","Agosto",30
2021,"Delitos cometidos por servidores públicos","Septiembre",38
2021,"Delitos cometidos por servidores públicos","Octubre",47
2021,"Delitos cometidos por servidores públicos","Noviembre",29
2021,"Delitos cometidos por servidores públicos","Diciembre",29
2021,"Despojo","Enero",8
2021,"Despojo","Febrero",12
2021,"Despojo","Marzo",95
2021,"Despojo","Abril",116
2021,"Despojo","Mayo",71
2021,"Despojo","Junio",73
2021,"Despojo","Julio",70
2021,"Despojo","Agosto",88
2021,"Despojo","Septiembre",86
2021,"Despojo","Octubre",77
2021,"Despojo","Noviembre",78
2021,"Despojo","Diciembre",65
2021,"Electorales","Enero",3
2021,"Electorales","Febrero",3
2021,"Electorales","Marzo",3
2021,"Electorales","Abril",5
2021,"Electorales","Mayo",26
2021,"Electorales","Junio",21
2021,"Electorales","Julio",2
2021,"Electorales","Agosto",1
2021,"Electorales","Septiembre",4
2021,"Electorales","Octubre",1
2021,"Electorales","Noviembre",1
2021,"Electorales","Diciembre",3
2021,"Evasión de presos","Enero",0
2021,"Evasión de presos","Febrero",0
2021,"Evasión de presos","Marzo",0
2021,"Evasión de presos","Abril",2
2021,"Evasión de presos","Mayo",0
2021,"Evasión de presos","Junio",0
2021,"Evasión de presos","Julio",0
2021,"Evasión de presos","Agosto",1
2021,"Evasión de presos","Septiembre",0
2021,"Evasión de presos","Octubre",0
2021,"Evasión de presos","Noviembre",0
2021,"Evasión de presos","Diciembre",1
2021,"Extorsión","Enero",3
2021,"Extorsión","Febrero",5
2021,"Extorsión","Marzo",9
2021,"Extorsión","Abril",8
2021,"Extorsión","Mayo",17
2021,"Extorsión","Junio",2
2021,"Extorsión","Julio",7
2021,"Extorsión","Agosto",10
2021,"Extorsión","Septiembre",4
2021,"Extorsión","Octubre",10
2021,"Extorsión","Noviembre",19
2021,"Extorsión","Diciembre",14
2021,"Falsedad","Enero",0
2021,"Falsedad","Febrero",1
2021,"Falsedad","Marzo",7
2021,"Falsedad","Abril",8
2021,"Falsedad","Mayo",9
2021,"Falsedad","Junio",9
2021,"Falsedad","Julio",7
2021,"Falsedad","Agosto",10
2021,"Falsedad","Septiembre",13
2021,"Falsedad","Octubre",12
2021,"Falsedad","Noviembre",8
2021,"Falsedad","Diciembre",3
2021,"Falsificación","Enero",5
2021,"Falsificación","Febrero",5
2021,"Falsificación","Marzo",16
2021,"Falsificación","Abril",19
2021,"Falsificación","Mayo",21
2021,"Falsificación","Junio",16
2021,"Falsificación","Julio",22
2021,"Falsificación","Agosto",16
2021,"Falsificación","Septiembre",19
2021,"Falsificación","Octubre",19
2021,"Falsificación","Noviembre",17
2021,"Falsificación","Diciembre",18
2021,"Feminicidio","Enero",2
2021,"Feminicidio","Febrero",1
2021,"Feminicidio","Marzo",5
2021,"Feminicidio","Abril",2
2021,"Feminicidio","Mayo",1
2021,"Feminicidio","Junio",1
2021,"Feminicidio","Julio",0
2021,"Feminicidio","Agosto",1
2021,"Feminicidio","Septiembre",3
2021,"Feminicidio","Octubre",1
2021,"Feminicidio","Noviembre",3
2021,"Feminicidio","Diciembre",1
2021,"Fraude","Enero",11
2021,"Fraude","Febrero",20
2021,"Fraude","Marzo",159
2021,"Fraude","Abril",184
2021,"Fraude","Mayo",187
2021,"Fraude","Junio",123
2021,"Fraude","Julio",87
2021,"Fraude","Agosto",78
2021,"Fraude","Septiembre",161
2021,"Fraude","Octubre",135
2021,"Fraude","Noviembre",153
2021,"Fraude","Diciembre",104
2021,"Homicidio","Enero",43
2021,"Homicidio","Febrero",43
2021,"Homicidio","Marzo",60
2021,"Homicidio","Abril",41
2021,"Homicidio","Mayo",41
2021,"Homicidio","Junio",37
2021,"Homicidio","Julio",39
2021,"Homicidio","Agosto",49
2021,"Homicidio","Septiembre",45
2021,"Homicidio","Octubre",37
2021,"Homicidio","Noviembre",50
2021,"Homicidio","Diciembre",45
2021,"Hostigamiento sexual","Enero",4
2021,"Hostigamiento sexual","Febrero",7
2021,"Hostigamiento sexual","Marzo",8
2021,"Hostigamiento sexual","Abril",11
2021,"Hostigamiento sexual","Mayo",7
2021,"Hostigamiento sexual","Junio",7
2021,"Hostigamiento sexual","Julio",4
2021,"Hostigamiento sexual","Agosto",7
2021,"Hostigamiento sexual","Septiembre",8
2021,"Hostigamiento sexual","Octubre",10
2021,"Hostigamiento sexual","Noviembre",4
2021,"Hostigamiento sexual","Diciembre",4
2021,"Incesto","Enero",0
2021,"Incesto","Febrero",0
2021,"Incesto","Marzo",0
2021,"Incesto","Abril",0
2021,"Incesto","Mayo",0
2021,"Incesto","Junio",0
2021,"Incesto","Julio",0
2021,"Incesto","Agosto",0
2021,"Incesto","Septiembre",0
2021,"Incesto","Octubre",0
2021,"Incesto","Noviembre",0
2021,"Incesto","Diciembre",0
2021,"Incumplimiento de obligaciones de asistencia familiar","Enero",12
2021,"Incumplimiento de obligaciones de asistencia familiar","Febrero",17
2021,"Incumplimiento de obligaciones de asistencia familiar","Marzo",62
2021,"Incumplimiento de obligaciones de asistencia familiar","Abril",66
2021,"Incumplimiento de obligaciones de asistencia familiar","Mayo",59
2021,"Incumplimiento de obligaciones de asistencia familiar","Junio",76
2021,"Incumplimiento de obligaciones de asistencia familiar","Julio",62
2021,"Incumplimiento de obligaciones de asistencia familiar","Agosto",105
2021,"Incumplimiento de obligaciones de asistencia familiar","Septiembre",69
2021,"Incumplimiento de obligaciones de asistencia familiar","Octubre",105
2021,"Incumplimiento de obligaciones de asistencia familiar","Noviembre",85
2021,"Incumplimiento de obligaciones de asistencia familiar","Diciembre",70
2021,"Lesiones","Enero",283
2021,"Lesiones","Febrero",346
2021,"Lesiones","Marzo",624
2021,"Lesiones","Abril",462
2021,"Lesiones","Mayo",528
2021,"Lesiones","Junio",421
2021,"Lesiones","Julio",380
2021,"Lesiones","Agosto",381
2021,"Lesiones","Septiembre",398
2021,"Lesiones","Octubre",506
2021,"Lesiones","Noviembre",516
2021,"Lesiones","Diciembre",601
2021,"Narcomenudeo","Enero",26
2021,"Narcomenudeo","Febrero",21
2021,"Narcomenudeo","Marzo",36
2021,"Narcomenudeo","Abril",12
2021,"Narcomenudeo","Mayo",31
2021,"Narcomenudeo","Junio",421
2021,"Narcomenudeo","Julio",62
2021,"Narcomenudeo","Agosto",43
2021,"Narcomenudeo","Septiembre",27
2021,"Narcomenudeo","Octubre",47
2021,"Narcomenudeo","Noviembre",33
2021,"Narcomenudeo","Diciembre",27
2021,"Otros delitos contra el patrimonio","Enero",1
2021,"Otros delitos contra el patrimonio","Febrero",0
2021,"Otros delitos contra el patrimonio","Marzo",17
2021,"Otros delitos contra el patrimonio","Abril",13
2021,"Otros delitos contra el patrimonio","Mayo",11
2021,"Otros delitos contra el patrimonio","Junio",18
2021,"Otros delitos contra el patrimonio","Julio",9
2021,"Otros delitos contra el patrimonio","Agosto",12
2021,"Otros delitos contra el patrimonio","Septiembre",23
2021,"Otros delitos contra el patrimonio","Octubre",17
2021,"Otros delitos contra el patrimonio","Noviembre",16
2021,"Otros delitos contra el patrimonio","Diciembre",14
2021,"Otros delitos contra la familia","Enero",0
2021,"Otros delitos contra la familia","Febrero",0
2021,"Otros delitos contra la familia","Marzo",0
2021,"Otros delitos contra la familia","Abril",0
2021,"Otros delitos contra la familia","Mayo",0
2021,"Otros delitos contra la familia","Junio",1
2021,"Otros delitos contra la familia","Julio",2
2021,"Otros delitos contra la familia","Agosto",2
2021,"Otros delitos contra la familia","Septiembre",1
2021,"Otros delitos contra la familia","Octubre",0
2021,"Otros delitos contra la familia","Noviembre",1
2021,"Otros delitos contra la familia","Diciembre",0
2021,"Otros delitos contra la sociedad","Enero",0
2021,"Otros delitos contra la sociedad","Febrero",0
2021,"Otros delitos contra la sociedad","Marzo",1
2021,"Otros delitos contra la sociedad","Abril",2
2021,"Otros delitos contra la sociedad","Mayo",0
2021,"Otros delitos contra la sociedad","Junio",1
2021,"Otros delitos contra la sociedad","Julio",0
2021,"Otros delitos contra la sociedad","Agosto",1
2021,"Otros delitos contra la sociedad","Septiembre",2
2021,"Otros delitos contra la sociedad","Octubre",5
2021,"Otros delitos contra la sociedad","Noviembre",3
2021,"Otros delitos contra la sociedad","Diciembre",7
2021,"Otros delitos del Fuero Común","Enero",705
2021,"Otros delitos del Fuero Común","Febrero",673
2021,"Otros delitos del Fuero Común","Marzo",478
2021,"Otros delitos del Fuero Común","Abril",354
2021,"Otros delitos del Fuero Común","Mayo",1265
2021,"Otros delitos del Fuero Común","Junio",888
2021,"Otros delitos del Fuero Común","Julio",359
2021,"Otros delitos del Fuero Común","Agosto",1453
2021,"Otros delitos del Fuero Común","Septiembre",1213
2021,"Otros delitos del Fuero Común","Octubre",861
2021,"Otros delitos del Fuero Común","Noviembre",638
2021,"Otros delitos del Fuero Común","Diciembre",1222
2021,"Otros delitos que atentan contra la libertad personal","Enero",106
2021,"Otros delitos que atentan contra la libertad personal","Febrero",103
2021,"Otros delitos que atentan contra la libertad personal","Marzo",129
2021,"Otros delitos que atentan contra la libertad personal","Abril",131
2021,"Otros delitos que atentan contra la libertad personal","Mayo",135
2021,"Otros delitos que atentan contra la libertad personal","Junio",148
2021,"Otros delitos que atentan contra la libertad personal","Julio",130
2021,"Otros delitos que atentan contra la libertad personal","Agosto",148
2021,"Otros delitos que atentan contra la libertad personal","Septiembre",160
2021,"Otros delitos que atentan contra la libertad personal","Octubre",150
2021,"Otros delitos que atentan contra la libertad personal","Noviembre",187
2021,"Otros delitos que atentan contra la libertad personal","Diciembre",105
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Enero",3
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Febrero",0
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Marzo",5
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Abril",4
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Mayo",1
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Junio",21
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Julio",18
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Agosto",21
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Septiembre",23
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Octubre",26
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Noviembre",21
2021,"Otros delitos que atentan contra la libertad y la seguridad sexual","Diciembre",16
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Enero",7
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Febrero",12
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Marzo",20
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Abril",12
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Mayo",12
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Junio",19
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Julio",8
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Agosto",9
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Septiembre",13
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Octubre",8
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Noviembre",29
2021,"Otros delitos que atentan contra la vida y la integridad corporal","Diciembre",9
2021,"Rapto","Enero",1
2021,"Rapto","Febrero",0
2021,"Rapto","Marzo",0
2021,"Rapto","Abril",0
2021,"Rapto","Mayo",0
2021,"Rapto","Junio",0
2021,"Rapto","Julio",0
2021,"Rapto","Agosto",0
2021,"Rapto","Septiembre",0
2021,"Rapto","Octubre",0
2021,"Rapto","Noviembre",0
2021,"Rapto","Diciembre",0
2021,"Robo","Enero",706
2021,"Robo","Febrero",721
2021,"Robo","Marzo",1039
2021,"Robo","Abril",852
2021,"Robo","Mayo",887
2021,"Robo","Junio",971
2021,"Robo","Julio",865
2021,"Robo","Agosto",950
2021,"Robo","Septiembre",922
2021,"Robo","Octubre",996
2021,"Robo","Noviembre",1132
2021,"Robo","Diciembre",733
2021,"Secuestro","Enero",0
2021,"Secuestro","Febrero",3
2021,"Secuestro","Marzo",1
2021,"Secuestro","Abril",2
2021,"Secuestro","Mayo",4
2021,"Secuestro","Junio",4
2021,"Secuestro","Julio",2
2021,"Secuestro","Agosto",3
2021,"Secuestro","Septiembre",1
2021,"Secuestro","Octubre",3
2021,"Secuestro","Noviembre",3
2021,"Secuestro","Diciembre",2
2021,"Tráfico de menores","Enero",0
2021,"Tráfico de menores","Febrero",1
2021,"Tráfico de menores","Marzo",0
2021,"Tráfico de menores","Abril",1
2021,"Tráfico de menores","Mayo",0
2021,"Tráfico de menores","Junio",0
2021,"Tráfico de menores","Julio",0
2021,"Tráfico de menores","Agosto",0
2021,"Tráfico de menores","Septiembre",0
2021,"Tráfico de menores","Octubre",0
2021,"Tráfico de menores","Noviembre",0
2021,"Tráfico de menores","Diciembre",0
2021,"Trata de personas","Enero",0
2021,"Trata de personas","Febrero",0
2021,"Trata de personas","Marzo",1
2021,"Trata de personas","Abril",0
2021,"Trata de personas","Mayo",0
2021,"Trata de personas","Junio",0
2021,"Trata de personas","Julio",0
2021,"Trata de personas","Agosto",2
2021,"Trata de personas","Septiembre",1
2021,"Trata de personas","Octubre",3
2021,"Trata de personas","Noviembre",0
2021,"Trata de personas","Diciembre",3
2021,"Violación equiparada","Enero",21
2021,"Violación equiparada","Febrero",21
2021,"Violación equiparada","Marzo",38
2021,"Violación equiparada","Abril",20
2021,"Violación equiparada","Mayo",36
2021,"Violación equiparada","Junio",39
2021,"Violación equiparada","Julio",26
2021,"Violación equiparada","Agosto",36
2021,"Violación equiparada","Septiembre",33
2021,"Violación equiparada","Octubre",31
2021,"Violación equiparada","Noviembre",46
2021,"Violación equiparada","Diciembre",20
2021,"Violación simple","Enero",15
2021,"Violación simple","Febrero",21
2021,"Violación simple","Marzo",42
2021,"Violación simple","Abril",42
2021,"Violación simple","Mayo",52
2021,"Violación simple","Junio",34
2021,"Violación simple","Julio",30
2021,"Violación simple","Agosto",29
2021,"Violación simple","Septiembre",22
2021,"Violación simple","Octubre",42
2021,"Violación simple","Noviembre",26
2021,"Violación simple","Diciembre",39
2021,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Enero",0
2021,"Violencia de género en todas sus modalidades distinta a la violencia familiar","Febrero",0
