"Año","Municipio","Tipo.de.delito","total","tasa"
2015,"Acatlán","Aborto",0,0
2015,"Acatlán","Abuso de confianza",1,0.0475194829880251
2015,"Acatlán","Abuso sexual",2,0.0950389659760502
2015,"Acatlán","Acoso sexual",1,0.0475194829880251
2015,"Acatlán","Allanamiento de morada",0,0
2015,"Acatlán","Amenazas",11,0.522714312868276
2015,"Acatlán","Contra el medio ambiente",0,0
2015,"Acatlán","Corrupción de menores",0,0
2015,"Acatlán","Daño a la propiedad",5,0.237597414940125
2015,"Acatlán","Delitos cometidos por servidores públicos",0,0
2015,"Acatlán","Despojo",2,0.0950389659760502
2015,"Acatlán","Electorales",0,0
2015,"Acatlán","Evasión de presos",0,0
2015,"Acatlán","Extorsión",0,0
2015,"Acatlán","Falsedad",0,0
2015,"Acatlán","Falsificación",0,0
2015,"Acatlán","Feminicidio",0,0
2015,"Acatlán","Fraude",0,0
2015,"Acatlán","Homicidio",3,0.142558448964075
2015,"Acatlán","Hostigamiento sexual",1,0.0475194829880251
2015,"Acatlán","Incesto",0,0
2015,"Acatlán","Incumplimiento de obligaciones de asistencia familiar",7,0.332636380916176
2015,"Acatlán","Lesiones",8,0.380155863904201
2015,"Acatlán","Narcomenudeo",0,0
2015,"Acatlán","Otros delitos contra el patrimonio",0,0
2015,"Acatlán","Otros delitos contra la familia",0,0
2015,"Acatlán","Otros delitos contra la sociedad",0,0
2015,"Acatlán","Otros delitos del Fuero Común",5,0.237597414940125
2015,"Acatlán","Otros delitos que atentan contra la libertad personal",2,0.0950389659760502
2015,"Acatlán","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2015,"Acatlán","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Acatlán","Rapto",0,0
2015,"Acatlán","Robo",4,0.1900779319521
2015,"Acatlán","Secuestro",0,0
2015,"Acatlán","Trata de personas",0,0
2015,"Acatlán","Tráfico de menores",0,0
2015,"Acatlán","Violación equiparada",0,0
2015,"Acatlán","Violación simple",4,0.1900779319521
2015,"Acatlán","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Acatlán","Violencia familiar",7,0.332636380916176
2015,"Acaxochitlán","Aborto",0,0
2015,"Acaxochitlán","Abuso de confianza",1,0.0228446109562754
2015,"Acaxochitlán","Abuso sexual",0,0
2015,"Acaxochitlán","Acoso sexual",2,0.0456892219125508
2015,"Acaxochitlán","Allanamiento de morada",0,0
2015,"Acaxochitlán","Amenazas",14,0.319824553387856
2015,"Acaxochitlán","Contra el medio ambiente",0,0
2015,"Acaxochitlán","Corrupción de menores",0,0
2015,"Acaxochitlán","Daño a la propiedad",3,0.0685338328688262
2015,"Acaxochitlán","Delitos cometidos por servidores públicos",0,0
2015,"Acaxochitlán","Despojo",1,0.0228446109562754
2015,"Acaxochitlán","Electorales",0,0
2015,"Acaxochitlán","Evasión de presos",0,0
2015,"Acaxochitlán","Extorsión",0,0
2015,"Acaxochitlán","Falsedad",0,0
2015,"Acaxochitlán","Falsificación",0,0
2015,"Acaxochitlán","Feminicidio",0,0
2015,"Acaxochitlán","Fraude",0,0
2015,"Acaxochitlán","Homicidio",8,0.182756887650203
2015,"Acaxochitlán","Hostigamiento sexual",0,0
2015,"Acaxochitlán","Incesto",0,0
2015,"Acaxochitlán","Incumplimiento de obligaciones de asistencia familiar",6,0.137067665737652
2015,"Acaxochitlán","Lesiones",19,0.434047608169233
2015,"Acaxochitlán","Narcomenudeo",0,0
2015,"Acaxochitlán","Otros delitos contra el patrimonio",0,0
2015,"Acaxochitlán","Otros delitos contra la familia",0,0
2015,"Acaxochitlán","Otros delitos contra la sociedad",0,0
2015,"Acaxochitlán","Otros delitos del Fuero Común",4,0.0913784438251017
2015,"Acaxochitlán","Otros delitos que atentan contra la libertad personal",4,0.0913784438251017
2015,"Acaxochitlán","Otros delitos que atentan contra la libertad y la seguridad sexual",2,0.0456892219125508
2015,"Acaxochitlán","Otros delitos que atentan contra la vida y la integridad corporal",1,0.0228446109562754
2015,"Acaxochitlán","Rapto",0,0
2015,"Acaxochitlán","Robo",48,1.09654132590122
2015,"Acaxochitlán","Secuestro",0,0
2015,"Acaxochitlán","Trata de personas",0,0
2015,"Acaxochitlán","Tráfico de menores",0,0
2015,"Acaxochitlán","Violación equiparada",0,0
2015,"Acaxochitlán","Violación simple",6,0.137067665737652
2015,"Acaxochitlán","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Acaxochitlán","Violencia familiar",9,0.205601498606479
2015,"Actopan","Aborto",1,0.0177213843945489
2015,"Actopan","Abuso de confianza",25,0.443034609863723
2015,"Actopan","Abuso sexual",8,0.141771075156391
2015,"Actopan","Acoso sexual",6,0.106328306367293
2015,"Actopan","Allanamiento de morada",1,0.0177213843945489
2015,"Actopan","Amenazas",70,1.24049690761842
2015,"Actopan","Contra el medio ambiente",0,0
2015,"Actopan","Corrupción de menores",1,0.0177213843945489
2015,"Actopan","Daño a la propiedad",66,1.16961137004023
2015,"Actopan","Delitos cometidos por servidores públicos",0,0
2015,"Actopan","Despojo",20,0.354427687890978
2015,"Actopan","Electorales",0,0
2015,"Actopan","Evasión de presos",0,0
2015,"Actopan","Extorsión",1,0.0177213843945489
2015,"Actopan","Falsedad",2,0.0354427687890978
2015,"Actopan","Falsificación",1,0.0177213843945489
2015,"Actopan","Feminicidio",0,0
2015,"Actopan","Fraude",35,0.620248453809212
2015,"Actopan","Homicidio",15,0.265820765918234
2015,"Actopan","Hostigamiento sexual",0,0
2015,"Actopan","Incesto",0,0
2015,"Actopan","Incumplimiento de obligaciones de asistencia familiar",12,0.212656612734587
2015,"Actopan","Lesiones",171,3.03035673146786
2015,"Actopan","Narcomenudeo",2,0.0354427687890978
2015,"Actopan","Otros delitos contra el patrimonio",0,0
2015,"Actopan","Otros delitos contra la familia",0,0
2015,"Actopan","Otros delitos contra la sociedad",0,0
2015,"Actopan","Otros delitos del Fuero Común",47,0.832905066543798
2015,"Actopan","Otros delitos que atentan contra la libertad personal",10,0.177213843945489
2015,"Actopan","Otros delitos que atentan contra la libertad y la seguridad sexual",2,0.0354427687890978
2015,"Actopan","Otros delitos que atentan contra la vida y la integridad corporal",4,0.0708855375781956
2015,"Actopan","Rapto",0,0
2015,"Actopan","Robo",245,4.34173917666448
2015,"Actopan","Secuestro",0,0
2015,"Actopan","Trata de personas",0,0
2015,"Actopan","Tráfico de menores",0,0
2015,"Actopan","Violación equiparada",0,0
2015,"Actopan","Violación simple",13,0.230377997129136
2015,"Actopan","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Actopan","Violencia familiar",30,0.531641531836467
2015,"Agua Blanca de Iturbide","Aborto",0,0
2015,"Agua Blanca de Iturbide","Abuso de confianza",0,0
2015,"Agua Blanca de Iturbide","Abuso sexual",0,0
2015,"Agua Blanca de Iturbide","Acoso sexual",0,0
2015,"Agua Blanca de Iturbide","Allanamiento de morada",0,0
2015,"Agua Blanca de Iturbide","Amenazas",0,0
2015,"Agua Blanca de Iturbide","Contra el medio ambiente",0,0
2015,"Agua Blanca de Iturbide","Corrupción de menores",0,0
2015,"Agua Blanca de Iturbide","Daño a la propiedad",0,0
2015,"Agua Blanca de Iturbide","Delitos cometidos por servidores públicos",0,0
2015,"Agua Blanca de Iturbide","Despojo",0,0
2015,"Agua Blanca de Iturbide","Electorales",0,0
2015,"Agua Blanca de Iturbide","Evasión de presos",0,0
2015,"Agua Blanca de Iturbide","Extorsión",0,0
2015,"Agua Blanca de Iturbide","Falsedad",0,0
2015,"Agua Blanca de Iturbide","Falsificación",0,0
2015,"Agua Blanca de Iturbide","Feminicidio",0,0
2015,"Agua Blanca de Iturbide","Fraude",1,0.109697235629662
2015,"Agua Blanca de Iturbide","Homicidio",1,0.109697235629662
2015,"Agua Blanca de Iturbide","Hostigamiento sexual",0,0
2015,"Agua Blanca de Iturbide","Incesto",0,0
2015,"Agua Blanca de Iturbide","Incumplimiento de obligaciones de asistencia familiar",0,0
2015,"Agua Blanca de Iturbide","Lesiones",0,0
2015,"Agua Blanca de Iturbide","Narcomenudeo",0,0
2015,"Agua Blanca de Iturbide","Otros delitos contra el patrimonio",0,0
2015,"Agua Blanca de Iturbide","Otros delitos contra la familia",0,0
2015,"Agua Blanca de Iturbide","Otros delitos contra la sociedad",0,0
2015,"Agua Blanca de Iturbide","Otros delitos del Fuero Común",1,0.109697235629662
2015,"Agua Blanca de Iturbide","Otros delitos que atentan contra la libertad personal",0,0
2015,"Agua Blanca de Iturbide","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2015,"Agua Blanca de Iturbide","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Agua Blanca de Iturbide","Rapto",0,0
2015,"Agua Blanca de Iturbide","Robo",2,0.219394471259324
2015,"Agua Blanca de Iturbide","Secuestro",0,0
2015,"Agua Blanca de Iturbide","Trata de personas",0,0
2015,"Agua Blanca de Iturbide","Tráfico de menores",0,0
2015,"Agua Blanca de Iturbide","Violación equiparada",0,0
2015,"Agua Blanca de Iturbide","Violación simple",0,0
2015,"Agua Blanca de Iturbide","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Agua Blanca de Iturbide","Violencia familiar",0,0
2015,"Ajacuba","Aborto",0,0
2015,"Ajacuba","Abuso de confianza",1,0.0545851528384279
2015,"Ajacuba","Abuso sexual",1,0.0545851528384279
2015,"Ajacuba","Acoso sexual",0,0
2015,"Ajacuba","Allanamiento de morada",1,0.0545851528384279
2015,"Ajacuba","Amenazas",5,0.27292576419214
2015,"Ajacuba","Contra el medio ambiente",0,0
2015,"Ajacuba","Corrupción de menores",0,0
2015,"Ajacuba","Daño a la propiedad",8,0.436681222707424
2015,"Ajacuba","Delitos cometidos por servidores públicos",0,0
2015,"Ajacuba","Despojo",13,0.709606986899563
2015,"Ajacuba","Electorales",0,0
2015,"Ajacuba","Evasión de presos",0,0
2015,"Ajacuba","Extorsión",0,0
2015,"Ajacuba","Falsedad",0,0
2015,"Ajacuba","Falsificación",0,0
2015,"Ajacuba","Feminicidio",0,0
2015,"Ajacuba","Fraude",1,0.0545851528384279
2015,"Ajacuba","Homicidio",0,0
2015,"Ajacuba","Hostigamiento sexual",0,0
2015,"Ajacuba","Incesto",0,0
2015,"Ajacuba","Incumplimiento de obligaciones de asistencia familiar",3,0.163755458515284
2015,"Ajacuba","Lesiones",13,0.709606986899563
2015,"Ajacuba","Narcomenudeo",0,0
2015,"Ajacuba","Otros delitos contra el patrimonio",0,0
2015,"Ajacuba","Otros delitos contra la familia",0,0
2015,"Ajacuba","Otros delitos contra la sociedad",0,0
2015,"Ajacuba","Otros delitos del Fuero Común",4,0.218340611353712
2015,"Ajacuba","Otros delitos que atentan contra la libertad personal",1,0.0545851528384279
2015,"Ajacuba","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2015,"Ajacuba","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Ajacuba","Rapto",0,0
2015,"Ajacuba","Robo",19,1.03711790393013
2015,"Ajacuba","Secuestro",0,0
2015,"Ajacuba","Trata de personas",0,0
2015,"Ajacuba","Tráfico de menores",0,0
2015,"Ajacuba","Violación equiparada",0,0
2015,"Ajacuba","Violación simple",0,0
2015,"Ajacuba","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Ajacuba","Violencia familiar",5,0.27292576419214
2015,"Alfajayucan","Aborto",1,0.0491835530198702
2015,"Alfajayucan","Abuso de confianza",1,0.0491835530198702
2015,"Alfajayucan","Abuso sexual",0,0
2015,"Alfajayucan","Acoso sexual",1,0.0491835530198702
2015,"Alfajayucan","Allanamiento de morada",0,0
2015,"Alfajayucan","Amenazas",3,0.14755065905961
2015,"Alfajayucan","Contra el medio ambiente",0,0
2015,"Alfajayucan","Corrupción de menores",0,0
2015,"Alfajayucan","Daño a la propiedad",4,0.196734212079481
2015,"Alfajayucan","Delitos cometidos por servidores públicos",0,0
2015,"Alfajayucan","Despojo",5,0.245917765099351
2015,"Alfajayucan","Electorales",0,0
2015,"Alfajayucan","Evasión de presos",0,0
2015,"Alfajayucan","Extorsión",0,0
2015,"Alfajayucan","Falsedad",0,0
2015,"Alfajayucan","Falsificación",1,0.0491835530198702
2015,"Alfajayucan","Feminicidio",0,0
2015,"Alfajayucan","Fraude",3,0.14755065905961
2015,"Alfajayucan","Homicidio",6,0.295101318119221
2015,"Alfajayucan","Hostigamiento sexual",0,0
2015,"Alfajayucan","Incesto",0,0
2015,"Alfajayucan","Incumplimiento de obligaciones de asistencia familiar",2,0.0983671060397403
2015,"Alfajayucan","Lesiones",7,0.344284871139091
2015,"Alfajayucan","Narcomenudeo",0,0
2015,"Alfajayucan","Otros delitos contra el patrimonio",0,0
2015,"Alfajayucan","Otros delitos contra la familia",0,0
2015,"Alfajayucan","Otros delitos contra la sociedad",0,0
2015,"Alfajayucan","Otros delitos del Fuero Común",8,0.393468424158961
2015,"Alfajayucan","Otros delitos que atentan contra la libertad personal",4,0.196734212079481
2015,"Alfajayucan","Otros delitos que atentan contra la libertad y la seguridad sexual",1,0.0491835530198702
2015,"Alfajayucan","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Alfajayucan","Rapto",0,0
2015,"Alfajayucan","Robo",14,0.688569742278182
2015,"Alfajayucan","Secuestro",0,0
2015,"Alfajayucan","Trata de personas",0,0
2015,"Alfajayucan","Tráfico de menores",0,0
2015,"Alfajayucan","Violación equiparada",0,0
2015,"Alfajayucan","Violación simple",3,0.14755065905961
2015,"Alfajayucan","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Alfajayucan","Violencia familiar",2,0.0983671060397403
2015,"Almoloya","Aborto",0,0
2015,"Almoloya","Abuso de confianza",0,0
2015,"Almoloya","Abuso sexual",0,0
2015,"Almoloya","Acoso sexual",0,0
2015,"Almoloya","Allanamiento de morada",0,0
2015,"Almoloya","Amenazas",3,0.24174053182917
2015,"Almoloya","Contra el medio ambiente",0,0
2015,"Almoloya","Corrupción de menores",0,0
2015,"Almoloya","Daño a la propiedad",2,0.16116035455278
2015,"Almoloya","Delitos cometidos por servidores públicos",0,0
2015,"Almoloya","Despojo",2,0.16116035455278
2015,"Almoloya","Electorales",0,0
2015,"Almoloya","Evasión de presos",0,0
2015,"Almoloya","Extorsión",0,0
2015,"Almoloya","Falsedad",0,0
2015,"Almoloya","Falsificación",0,0
2015,"Almoloya","Feminicidio",0,0
2015,"Almoloya","Fraude",0,0
2015,"Almoloya","Homicidio",0,0
2015,"Almoloya","Hostigamiento sexual",0,0
2015,"Almoloya","Incesto",0,0
2015,"Almoloya","Incumplimiento de obligaciones de asistencia familiar",2,0.16116035455278
2015,"Almoloya","Lesiones",18,1.45044319097502
2015,"Almoloya","Narcomenudeo",0,0
2015,"Almoloya","Otros delitos contra el patrimonio",0,0
2015,"Almoloya","Otros delitos contra la familia",0,0
2015,"Almoloya","Otros delitos contra la sociedad",0,0
2015,"Almoloya","Otros delitos del Fuero Común",8,0.64464141821112
2015,"Almoloya","Otros delitos que atentan contra la libertad personal",0,0
2015,"Almoloya","Otros delitos que atentan contra la libertad y la seguridad sexual",1,0.08058017727639
2015,"Almoloya","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Almoloya","Rapto",0,0
2015,"Almoloya","Robo",13,1.04754230459307
2015,"Almoloya","Secuestro",0,0
2015,"Almoloya","Trata de personas",0,0
2015,"Almoloya","Tráfico de menores",0,0
2015,"Almoloya","Violación equiparada",0,0
2015,"Almoloya","Violación simple",1,0.08058017727639
2015,"Almoloya","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Almoloya","Violencia familiar",2,0.16116035455278
2015,"Apan","Aborto",0,0
2015,"Apan","Abuso de confianza",20,0.448671931083991
2015,"Apan","Abuso sexual",1,0.0224335965541996
2015,"Apan","Acoso sexual",3,0.0673007896625987
2015,"Apan","Allanamiento de morada",5,0.112167982770998
2015,"Apan","Amenazas",41,0.919777458722182
2015,"Apan","Contra el medio ambiente",0,0
2015,"Apan","Corrupción de menores",2,0.0448671931083991
2015,"Apan","Daño a la propiedad",31,0.695441493180187
2015,"Apan","Delitos cometidos por servidores públicos",0,0
2015,"Apan","Despojo",18,0.403804737975592
2015,"Apan","Electorales",0,0
2015,"Apan","Evasión de presos",0,0
2015,"Apan","Extorsión",3,0.0673007896625987
2015,"Apan","Falsedad",5,0.112167982770998
2015,"Apan","Falsificación",0,0
2015,"Apan","Feminicidio",0,0
2015,"Apan","Fraude",26,0.583273510409189
2015,"Apan","Homicidio",7,0.157035175879397
2015,"Apan","Hostigamiento sexual",0,0
2015,"Apan","Incesto",0,0
2015,"Apan","Incumplimiento de obligaciones de asistencia familiar",47,1.05437903804738
2015,"Apan","Lesiones",117,2.62473079684135
2015,"Apan","Narcomenudeo",0,0
2015,"Apan","Otros delitos contra el patrimonio",0,0
2015,"Apan","Otros delitos contra la familia",0,0
2015,"Apan","Otros delitos contra la sociedad",0,0
2015,"Apan","Otros delitos del Fuero Común",92,2.06389088298636
2015,"Apan","Otros delitos que atentan contra la libertad personal",15,0.336503948312994
2015,"Apan","Otros delitos que atentan contra la libertad y la seguridad sexual",3,0.0673007896625987
2015,"Apan","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Apan","Rapto",0,0
2015,"Apan","Robo",271,6.07950466618808
2015,"Apan","Secuestro",0,0
2015,"Apan","Trata de personas",0,0
2015,"Apan","Tráfico de menores",0,0
2015,"Apan","Violación equiparada",0,0
2015,"Apan","Violación simple",3,0.0673007896625987
2015,"Apan","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Apan","Violencia familiar",27,0.605707106963388
2015,"Atitalaquia","Aborto",0,0
2015,"Atitalaquia","Abuso de confianza",1,0.033689317117542
2015,"Atitalaquia","Abuso sexual",5,0.16844658558771
2015,"Atitalaquia","Acoso sexual",2,0.0673786342350841
2015,"Atitalaquia","Allanamiento de morada",3,0.101067951352626
2015,"Atitalaquia","Amenazas",23,0.774854293703467
2015,"Atitalaquia","Contra el medio ambiente",0,0
2015,"Atitalaquia","Corrupción de menores",0,0
2015,"Atitalaquia","Daño a la propiedad",15,0.50533975676313
2015,"Atitalaquia","Delitos cometidos por servidores públicos",0,0
2015,"Atitalaquia","Despojo",5,0.16844658558771
2015,"Atitalaquia","Electorales",0,0
2015,"Atitalaquia","Evasión de presos",0,0
2015,"Atitalaquia","Extorsión",1,0.033689317117542
2015,"Atitalaquia","Falsedad",0,0
2015,"Atitalaquia","Falsificación",2,0.0673786342350841
2015,"Atitalaquia","Feminicidio",0,0
2015,"Atitalaquia","Fraude",9,0.303203854057878
2015,"Atitalaquia","Homicidio",8,0.269514536940336
2015,"Atitalaquia","Hostigamiento sexual",1,0.033689317117542
2015,"Atitalaquia","Incesto",0,0
2015,"Atitalaquia","Incumplimiento de obligaciones de asistencia familiar",2,0.0673786342350841
2015,"Atitalaquia","Lesiones",37,1.24650473334906
2015,"Atitalaquia","Narcomenudeo",1,0.033689317117542
2015,"Atitalaquia","Otros delitos contra el patrimonio",0,0
2015,"Atitalaquia","Otros delitos contra la familia",0,0
2015,"Atitalaquia","Otros delitos contra la sociedad",0,0
2015,"Atitalaquia","Otros delitos del Fuero Común",17,0.572718390998214
2015,"Atitalaquia","Otros delitos que atentan contra la libertad personal",1,0.033689317117542
2015,"Atitalaquia","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2015,"Atitalaquia","Otros delitos que atentan contra la vida y la integridad corporal",1,0.033689317117542
2015,"Atitalaquia","Rapto",0,0
2015,"Atitalaquia","Robo",107,3.604756931577
2015,"Atitalaquia","Secuestro",1,0.033689317117542
2015,"Atitalaquia","Trata de personas",0,0
2015,"Atitalaquia","Tráfico de menores",0,0
2015,"Atitalaquia","Violación equiparada",0,0
2015,"Atitalaquia","Violación simple",0,0
2015,"Atitalaquia","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Atitalaquia","Violencia familiar",25,0.842232927938551
2015,"Atlapexco","Aborto",0,0
2015,"Atlapexco","Abuso de confianza",1,0.0502462064114159
2015,"Atlapexco","Abuso sexual",0,0
2015,"Atlapexco","Acoso sexual",0,0
2015,"Atlapexco","Allanamiento de morada",0,0
2015,"Atlapexco","Amenazas",6,0.301477238468496
2015,"Atlapexco","Contra el medio ambiente",0,0
2015,"Atlapexco","Corrupción de menores",3,0.150738619234248
2015,"Atlapexco","Daño a la propiedad",1,0.0502462064114159
2015,"Atlapexco","Delitos cometidos por servidores públicos",0,0
2015,"Atlapexco","Despojo",2,0.100492412822832
2015,"Atlapexco","Electorales",0,0
2015,"Atlapexco","Evasión de presos",0,0
2015,"Atlapexco","Extorsión",0,0
2015,"Atlapexco","Falsedad",0,0
2015,"Atlapexco","Falsificación",0,0
2015,"Atlapexco","Feminicidio",0,0
2015,"Atlapexco","Fraude",1,0.0502462064114159
2015,"Atlapexco","Homicidio",1,0.0502462064114159
2015,"Atlapexco","Hostigamiento sexual",0,0
2015,"Atlapexco","Incesto",0,0
2015,"Atlapexco","Incumplimiento de obligaciones de asistencia familiar",7,0.351723444879912
2015,"Atlapexco","Lesiones",13,0.653200683348407
2015,"Atlapexco","Narcomenudeo",0,0
2015,"Atlapexco","Otros delitos contra el patrimonio",0,0
2015,"Atlapexco","Otros delitos contra la familia",0,0
2015,"Atlapexco","Otros delitos contra la sociedad",0,0
2015,"Atlapexco","Otros delitos del Fuero Común",0,0
2015,"Atlapexco","Otros delitos que atentan contra la libertad personal",0,0
2015,"Atlapexco","Otros delitos que atentan contra la libertad y la seguridad sexual",1,0.0502462064114159
2015,"Atlapexco","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2015,"Atlapexco","Rapto",0,0
2015,"Atlapexco","Robo",10,0.502462064114159
2015,"Atlapexco","Secuestro",0,0
2015,"Atlapexco","Trata de personas",0,0
2015,"Atlapexco","Tráfico de menores",0,0
2015,"Atlapexco","Violación equiparada",0,0
2015,"Atlapexco","Violación simple",2,0.100492412822832
2015,"Atlapexco","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Atlapexco","Violencia familiar",5,0.25123103205708
2015,"Atotonilco de Tula","Aborto",0,0
2015,"Atotonilco de Tula","Abuso de confianza",4,0.103723680116171
2015,"Atotonilco de Tula","Abuso sexual",3,0.0777927600871279
2015,"Atotonilco de Tula","Acoso sexual",1,0.0259309200290426
2015,"Atotonilco de Tula","Allanamiento de morada",4,0.103723680116171
2015,"Atotonilco de Tula","Amenazas",32,0.829789440929364
2015,"Atotonilco de Tula","Contra el medio ambiente",0,0
2015,"Atotonilco de Tula","Corrupción de menores",0,0
2015,"Atotonilco de Tula","Daño a la propiedad",23,0.59641116066798
2015,"Atotonilco de Tula","Delitos cometidos por servidores públicos",0,0
2015,"Atotonilco de Tula","Despojo",22,0.570480240638938
2015,"Atotonilco de Tula","Electorales",0,0
2015,"Atotonilco de Tula","Evasión de presos",0,0
2015,"Atotonilco de Tula","Extorsión",0,0
2015,"Atotonilco de Tula","Falsedad",0,0
2015,"Atotonilco de Tula","Falsificación",0,0
2015,"Atotonilco de Tula","Feminicidio",0,0
2015,"Atotonilco de Tula","Fraude",6,0.155585520174256
2015,"Atotonilco de Tula","Homicidio",11,0.285240120319469
2015,"Atotonilco de Tula","Hostigamiento sexual",0,0
2015,"Atotonilco de Tula","Incesto",0,0
2015,"Atotonilco de Tula","Incumplimiento de obligaciones de asistencia familiar",3,0.0777927600871279
2015,"Atotonilco de Tula","Lesiones",71,1.84109532206203
2015,"Atotonilco de Tula","Narcomenudeo",5,0.129654600145213
2015,"Atotonilco de Tula","Otros delitos contra el patrimonio",0,0
2015,"Atotonilco de Tula","Otros delitos contra la familia",0,0
2015,"Atotonilco de Tula","Otros delitos contra la sociedad",0,0
2015,"Atotonilco de Tula","Otros delitos del Fuero Común",26,0.674203920755108
2015,"Atotonilco de Tula","Otros delitos que atentan contra la libertad personal",5,0.129654600145213
2015,"Atotonilco de Tula","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2015,"Atotonilco de Tula","Otros delitos que atentan contra la vida y la integridad corporal",2,0.0518618400580853
2015,"Atotonilco de Tula","Rapto",0,0
2015,"Atotonilco de Tula","Robo",131,3.39695052380458
2015,"Atotonilco de Tula","Secuestro",1,0.0259309200290426
2015,"Atotonilco de Tula","Trata de personas",0,0
2015,"Atotonilco de Tula","Tráfico de menores",0,0
2015,"Atotonilco de Tula","Violación equiparada",0,0
2015,"Atotonilco de Tula","Violación simple",8,0.207447360232341
2015,"Atotonilco de Tula","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Atotonilco de Tula","Violencia familiar",37,0.959444041074577
2015,"Atotonilco el Grande","Aborto",0,0
2015,"Atotonilco el Grande","Abuso de confianza",2,0.0729048955637371
2015,"Atotonilco el Grande","Abuso sexual",0,0
2015,"Atotonilco el Grande","Acoso sexual",1,0.0364524477818686
2015,"Atotonilco el Grande","Allanamiento de morada",2,0.0729048955637371
2015,"Atotonilco el Grande","Amenazas",5,0.182262238909343
2015,"Atotonilco el Grande","Contra el medio ambiente",0,0
2015,"Atotonilco el Grande","Corrupción de menores",0,0
2015,"Atotonilco el Grande","Daño a la propiedad",10,0.364524477818686
2015,"Atotonilco el Grande","Delitos cometidos por servidores públicos",0,0
2015,"Atotonilco el Grande","Despojo",10,0.364524477818686
2015,"Atotonilco el Grande","Electorales",0,0
2015,"Atotonilco el Grande","Evasión de presos",0,0
2015,"Atotonilco el Grande","Extorsión",1,0.0364524477818686
2015,"Atotonilco el Grande","Falsedad",0,0
2015,"Atotonilco el Grande","Falsificación",0,0
2015,"Atotonilco el Grande","Feminicidio",0,0
2015,"Atotonilco el Grande","Fraude",7,0.25516713447308
2015,"Atotonilco el Grande","Homicidio",4,0.145809791127474
2015,"Atotonilco el Grande","Hostigamiento sexual",0,0
2015,"Atotonilco el Grande","Incesto",0,0
2015,"Atotonilco el Grande","Incumplimiento de obligaciones de asistencia familiar",4,0.145809791127474
2015,"Atotonilco el Grande","Lesiones",25,0.911311194546714
2015,"Atotonilco el Grande","Narcomenudeo",0,0
2015,"Atotonilco el Grande","Otros delitos contra el patrimonio",0,0
2015,"Atotonilco el Grande","Otros delitos contra la familia",0,0
2015,"Atotonilco el Grande","Otros delitos contra la sociedad",0,0
2015,"Atotonilco el Grande","Otros delitos del Fuero Común",28,1.02066853789232
2015,"Atotonilco el Grande","Otros delitos que atentan contra la libertad personal",2,0.0729048955637371
2015,"Atotonilco el Grande","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2015,"Atotonilco el Grande","Otros delitos que atentan contra la vida y la integridad corporal",1,0.0364524477818686
2015,"Atotonilco el Grande","Rapto",0,0
2015,"Atotonilco el Grande","Robo",62,2.26005176247585
2015,"Atotonilco el Grande","Secuestro",1,0.0364524477818686
2015,"Atotonilco el Grande","Trata de personas",0,0
2015,"Atotonilco el Grande","Tráfico de menores",0,0
2015,"Atotonilco el Grande","Violación equiparada",0,0
2015,"Atotonilco el Grande","Violación simple",0,0
2015,"Atotonilco el Grande","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2015,"Atotonilco el Grande","Violencia familiar",9,0.328072030036817
2015,"Calnali","Aborto",1,0.0582648721086057
2015,"Calnali","Abuso de confianza",1,0.0582648721086057
2015,"Calnali","Abuso sexual",0,0
2015,"Calnali","Acoso sexual",2,0.116529744217211
2015,"Calnali","Allanamiento de morada",0,0
2015,"Calnali","Amenazas",0,0
2015,"Calnali","Contra el medio ambiente",0,0
2015,"Calnali","Corrupción de menores",0,0
2015,"Calnali","Daño a la propiedad",0,0
2015,"Calnali","Delitos cometidos por servidores públicos",0,0
2015,"Calnali","Despojo",1,0.0582648721086057
