"Año","Municipio","Tipo.de.delito","total","tasa"
2017,"Chapulhuacán","Amenazas",7,0.292141396435875
2017,"Chapulhuacán","Contra el medio ambiente",0,0
2017,"Chapulhuacán","Corrupción de menores",0,0
2017,"Chapulhuacán","Daño a la propiedad",10,0.41734485205125
2017,"Chapulhuacán","Delitos cometidos por servidores públicos",1,0.041734485205125
2017,"Chapulhuacán","Despojo",3,0.125203455615375
2017,"Chapulhuacán","Electorales",0,0
2017,"Chapulhuacán","Evasión de presos",0,0
2017,"Chapulhuacán","Extorsión",0,0
2017,"Chapulhuacán","Falsedad",0,0
2017,"Chapulhuacán","Falsificación",0,0
2017,"Chapulhuacán","Feminicidio",0,0
2017,"Chapulhuacán","Fraude",5,0.208672426025625
2017,"Chapulhuacán","Homicidio",0,0
2017,"Chapulhuacán","Hostigamiento sexual",0,0
2017,"Chapulhuacán","Incesto",0,0
2017,"Chapulhuacán","Incumplimiento de obligaciones de asistencia familiar",2,0.08346897041025
2017,"Chapulhuacán","Lesiones",18,0.75122073369225
2017,"Chapulhuacán","Narcomenudeo",0,0
2017,"Chapulhuacán","Otros delitos contra el patrimonio",0,0
2017,"Chapulhuacán","Otros delitos contra la familia",0,0
2017,"Chapulhuacán","Otros delitos contra la sociedad",0,0
2017,"Chapulhuacán","Otros delitos del Fuero Común",4,0.1669379408205
2017,"Chapulhuacán","Otros delitos que atentan contra la libertad personal",6,0.25040691123075
2017,"Chapulhuacán","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Chapulhuacán","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"Chapulhuacán","Rapto",0,0
2017,"Chapulhuacán","Robo",24,1.001627644923
2017,"Chapulhuacán","Secuestro",0,0
2017,"Chapulhuacán","Trata de personas",0,0
2017,"Chapulhuacán","Tráfico de menores",0,0
2017,"Chapulhuacán","Violación equiparada",0,0
2017,"Chapulhuacán","Violación simple",5,0.208672426025625
2017,"Chapulhuacán","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Chapulhuacán","Violencia familiar",18,0.75122073369225
2017,"Chilcuautla","Aborto",0,0
2017,"Chilcuautla","Abuso de confianza",2,0.110077604711321
2017,"Chilcuautla","Abuso sexual",2,0.110077604711321
2017,"Chilcuautla","Acoso sexual",0,0
2017,"Chilcuautla","Allanamiento de morada",0,0
2017,"Chilcuautla","Amenazas",5,0.275194011778304
2017,"Chilcuautla","Contra el medio ambiente",0,0
2017,"Chilcuautla","Corrupción de menores",0,0
2017,"Chilcuautla","Daño a la propiedad",7,0.385271616489625
2017,"Chilcuautla","Delitos cometidos por servidores públicos",2,0.110077604711321
2017,"Chilcuautla","Despojo",7,0.385271616489625
2017,"Chilcuautla","Electorales",0,0
2017,"Chilcuautla","Evasión de presos",0,0
2017,"Chilcuautla","Extorsión",0,0
2017,"Chilcuautla","Falsedad",0,0
2017,"Chilcuautla","Falsificación",0,0
2017,"Chilcuautla","Feminicidio",0,0
2017,"Chilcuautla","Fraude",6,0.330232814133964
2017,"Chilcuautla","Homicidio",5,0.275194011778304
2017,"Chilcuautla","Hostigamiento sexual",0,0
2017,"Chilcuautla","Incesto",0,0
2017,"Chilcuautla","Incumplimiento de obligaciones de asistencia familiar",2,0.110077604711321
2017,"Chilcuautla","Lesiones",12,0.660465628267929
2017,"Chilcuautla","Narcomenudeo",0,0
2017,"Chilcuautla","Otros delitos contra el patrimonio",0,0
2017,"Chilcuautla","Otros delitos contra la familia",0,0
2017,"Chilcuautla","Otros delitos contra la sociedad",0,0
2017,"Chilcuautla","Otros delitos del Fuero Común",1,0.0550388023556607
2017,"Chilcuautla","Otros delitos que atentan contra la libertad personal",6,0.330232814133964
2017,"Chilcuautla","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Chilcuautla","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"Chilcuautla","Rapto",0,0
2017,"Chilcuautla","Robo",19,1.04573724475755
2017,"Chilcuautla","Secuestro",0,0
2017,"Chilcuautla","Trata de personas",0,0
2017,"Chilcuautla","Tráfico de menores",0,0
2017,"Chilcuautla","Violación equiparada",0,0
2017,"Chilcuautla","Violación simple",1,0.0550388023556607
2017,"Chilcuautla","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Chilcuautla","Violencia familiar",19,1.04573724475755
2017,"Cuautepec de Hinojosa","Aborto",0,0
2017,"Cuautepec de Hinojosa","Abuso de confianza",10,0.171523644534399
2017,"Cuautepec de Hinojosa","Abuso sexual",3,0.0514570933603197
2017,"Cuautepec de Hinojosa","Acoso sexual",0,0
2017,"Cuautepec de Hinojosa","Allanamiento de morada",4,0.0686094578137596
2017,"Cuautepec de Hinojosa","Amenazas",71,1.21781787619423
2017,"Cuautepec de Hinojosa","Contra el medio ambiente",0,0
2017,"Cuautepec de Hinojosa","Corrupción de menores",0,0
2017,"Cuautepec de Hinojosa","Daño a la propiedad",22,0.377352017975678
2017,"Cuautepec de Hinojosa","Delitos cometidos por servidores públicos",2,0.0343047289068798
2017,"Cuautepec de Hinojosa","Despojo",19,0.325894924615358
2017,"Cuautepec de Hinojosa","Electorales",0,0
2017,"Cuautepec de Hinojosa","Evasión de presos",0,0
2017,"Cuautepec de Hinojosa","Extorsión",0,0
2017,"Cuautepec de Hinojosa","Falsedad",0,0
2017,"Cuautepec de Hinojosa","Falsificación",0,0
2017,"Cuautepec de Hinojosa","Feminicidio",0,0
2017,"Cuautepec de Hinojosa","Fraude",17,0.291590195708478
2017,"Cuautepec de Hinojosa","Homicidio",10,0.171523644534399
2017,"Cuautepec de Hinojosa","Hostigamiento sexual",0,0
2017,"Cuautepec de Hinojosa","Incesto",0,0
2017,"Cuautepec de Hinojosa","Incumplimiento de obligaciones de asistencia familiar",12,0.205828373441279
2017,"Cuautepec de Hinojosa","Lesiones",63,1.08059896056671
2017,"Cuautepec de Hinojosa","Narcomenudeo",3,0.0514570933603197
2017,"Cuautepec de Hinojosa","Otros delitos contra el patrimonio",1,0.0171523644534399
2017,"Cuautepec de Hinojosa","Otros delitos contra la familia",0,0
2017,"Cuautepec de Hinojosa","Otros delitos contra la sociedad",0,0
2017,"Cuautepec de Hinojosa","Otros delitos del Fuero Común",19,0.325894924615358
2017,"Cuautepec de Hinojosa","Otros delitos que atentan contra la libertad personal",31,0.531723298056637
2017,"Cuautepec de Hinojosa","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Cuautepec de Hinojosa","Otros delitos que atentan contra la vida y la integridad corporal",2,0.0343047289068798
2017,"Cuautepec de Hinojosa","Rapto",0,0
2017,"Cuautepec de Hinojosa","Robo",77,1.32073206291487
2017,"Cuautepec de Hinojosa","Secuestro",2,0.0343047289068798
2017,"Cuautepec de Hinojosa","Trata de personas",0,0
2017,"Cuautepec de Hinojosa","Tráfico de menores",0,0
2017,"Cuautepec de Hinojosa","Violación equiparada",0,0
2017,"Cuautepec de Hinojosa","Violación simple",7,0.120066551174079
2017,"Cuautepec de Hinojosa","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Cuautepec de Hinojosa","Violencia familiar",76,1.30357969846143
2017,"El Arenal","Aborto",0,0
2017,"El Arenal","Abuso de confianza",2,0.106343382783006
2017,"El Arenal","Abuso sexual",6,0.319030148349019
2017,"El Arenal","Acoso sexual",0,0
2017,"El Arenal","Allanamiento de morada",2,0.106343382783006
2017,"El Arenal","Amenazas",16,0.850747062264051
2017,"El Arenal","Contra el medio ambiente",0,0
2017,"El Arenal","Corrupción de menores",0,0
2017,"El Arenal","Daño a la propiedad",22,1.16977721061307
2017,"El Arenal","Delitos cometidos por servidores públicos",0,0
2017,"El Arenal","Despojo",4,0.212686765566013
2017,"El Arenal","Electorales",0,0
2017,"El Arenal","Evasión de presos",0,0
2017,"El Arenal","Extorsión",0,0
2017,"El Arenal","Falsedad",0,0
2017,"El Arenal","Falsificación",2,0.106343382783006
2017,"El Arenal","Feminicidio",0,0
2017,"El Arenal","Fraude",2,0.106343382783006
2017,"El Arenal","Homicidio",6,0.319030148349019
2017,"El Arenal","Hostigamiento sexual",0,0
2017,"El Arenal","Incesto",0,0
2017,"El Arenal","Incumplimiento de obligaciones de asistencia familiar",4,0.212686765566013
2017,"El Arenal","Lesiones",40,2.12686765566013
2017,"El Arenal","Narcomenudeo",0,0
2017,"El Arenal","Otros delitos contra el patrimonio",0,0
2017,"El Arenal","Otros delitos contra la familia",0,0
2017,"El Arenal","Otros delitos contra la sociedad",0,0
2017,"El Arenal","Otros delitos del Fuero Común",4,0.212686765566013
2017,"El Arenal","Otros delitos que atentan contra la libertad personal",8,0.425373531132025
2017,"El Arenal","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"El Arenal","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"El Arenal","Rapto",0,0
2017,"El Arenal","Robo",60,3.19030148349019
2017,"El Arenal","Secuestro",0,0
2017,"El Arenal","Trata de personas",0,0
2017,"El Arenal","Tráfico de menores",0,0
2017,"El Arenal","Violación equiparada",0,0
2017,"El Arenal","Violación simple",4,0.212686765566013
2017,"El Arenal","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"El Arenal","Violencia familiar",22,1.16977721061307
2017,"Eloxochitlán","Aborto",0,0
2017,"Eloxochitlán","Abuso de confianza",0,0
2017,"Eloxochitlán","Abuso sexual",0,0
2017,"Eloxochitlán","Acoso sexual",0,0
2017,"Eloxochitlán","Allanamiento de morada",0,0
2017,"Eloxochitlán","Amenazas",1,0.374953130858643
2017,"Eloxochitlán","Contra el medio ambiente",0,0
2017,"Eloxochitlán","Corrupción de menores",0,0
2017,"Eloxochitlán","Daño a la propiedad",1,0.374953130858643
2017,"Eloxochitlán","Delitos cometidos por servidores públicos",1,0.374953130858643
2017,"Eloxochitlán","Despojo",1,0.374953130858643
2017,"Eloxochitlán","Electorales",0,0
2017,"Eloxochitlán","Evasión de presos",0,0
2017,"Eloxochitlán","Extorsión",0,0
2017,"Eloxochitlán","Falsedad",0,0
2017,"Eloxochitlán","Falsificación",0,0
2017,"Eloxochitlán","Feminicidio",0,0
2017,"Eloxochitlán","Fraude",1,0.374953130858643
2017,"Eloxochitlán","Homicidio",1,0.374953130858643
2017,"Eloxochitlán","Hostigamiento sexual",0,0
2017,"Eloxochitlán","Incesto",0,0
2017,"Eloxochitlán","Incumplimiento de obligaciones de asistencia familiar",0,0
2017,"Eloxochitlán","Lesiones",7,2.6246719160105
2017,"Eloxochitlán","Narcomenudeo",0,0
2017,"Eloxochitlán","Otros delitos contra el patrimonio",0,0
2017,"Eloxochitlán","Otros delitos contra la familia",0,0
2017,"Eloxochitlán","Otros delitos contra la sociedad",0,0
2017,"Eloxochitlán","Otros delitos del Fuero Común",0,0
2017,"Eloxochitlán","Otros delitos que atentan contra la libertad personal",0,0
2017,"Eloxochitlán","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Eloxochitlán","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"Eloxochitlán","Rapto",0,0
2017,"Eloxochitlán","Robo",1,0.374953130858643
2017,"Eloxochitlán","Secuestro",0,0
2017,"Eloxochitlán","Trata de personas",0,0
2017,"Eloxochitlán","Tráfico de menores",0,0
2017,"Eloxochitlán","Violación equiparada",0,0
2017,"Eloxochitlán","Violación simple",0,0
2017,"Eloxochitlán","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Eloxochitlán","Violencia familiar",0,0
2017,"Emiliano Zapata","Aborto",0,0
2017,"Emiliano Zapata","Abuso de confianza",2,0.134907251264755
2017,"Emiliano Zapata","Abuso sexual",1,0.0674536256323777
2017,"Emiliano Zapata","Acoso sexual",0,0
2017,"Emiliano Zapata","Allanamiento de morada",1,0.0674536256323777
2017,"Emiliano Zapata","Amenazas",18,1.2141652613828
2017,"Emiliano Zapata","Contra el medio ambiente",0,0
2017,"Emiliano Zapata","Corrupción de menores",0,0
2017,"Emiliano Zapata","Daño a la propiedad",11,0.741989881956155
2017,"Emiliano Zapata","Delitos cometidos por servidores públicos",1,0.0674536256323777
2017,"Emiliano Zapata","Despojo",6,0.404721753794266
2017,"Emiliano Zapata","Electorales",0,0
2017,"Emiliano Zapata","Evasión de presos",0,0
2017,"Emiliano Zapata","Extorsión",0,0
2017,"Emiliano Zapata","Falsedad",0,0
2017,"Emiliano Zapata","Falsificación",0,0
2017,"Emiliano Zapata","Feminicidio",0,0
2017,"Emiliano Zapata","Fraude",4,0.269814502529511
2017,"Emiliano Zapata","Homicidio",3,0.202360876897133
2017,"Emiliano Zapata","Hostigamiento sexual",0,0
2017,"Emiliano Zapata","Incesto",0,0
2017,"Emiliano Zapata","Incumplimiento de obligaciones de asistencia familiar",7,0.472175379426644
2017,"Emiliano Zapata","Lesiones",36,2.4283305227656
2017,"Emiliano Zapata","Narcomenudeo",0,0
2017,"Emiliano Zapata","Otros delitos contra el patrimonio",0,0
2017,"Emiliano Zapata","Otros delitos contra la familia",0,0
2017,"Emiliano Zapata","Otros delitos contra la sociedad",0,0
2017,"Emiliano Zapata","Otros delitos del Fuero Común",9,0.6070826306914
2017,"Emiliano Zapata","Otros delitos que atentan contra la libertad personal",5,0.337268128161889
2017,"Emiliano Zapata","Otros delitos que atentan contra la libertad y la seguridad sexual",2,0.134907251264755
2017,"Emiliano Zapata","Otros delitos que atentan contra la vida y la integridad corporal",1,0.0674536256323777
2017,"Emiliano Zapata","Rapto",0,0
2017,"Emiliano Zapata","Robo",54,3.6424957841484
2017,"Emiliano Zapata","Secuestro",0,0
2017,"Emiliano Zapata","Trata de personas",0,0
2017,"Emiliano Zapata","Tráfico de menores",0,0
2017,"Emiliano Zapata","Violación equiparada",0,0
2017,"Emiliano Zapata","Violación simple",3,0.202360876897133
2017,"Emiliano Zapata","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Emiliano Zapata","Violencia familiar",13,0.876897133220911
2017,"Epazoyucan","Aborto",0,0
2017,"Epazoyucan","Abuso de confianza",4,0.272238480909277
2017,"Epazoyucan","Abuso sexual",1,0.0680596202273191
2017,"Epazoyucan","Acoso sexual",0,0
2017,"Epazoyucan","Allanamiento de morada",0,0
2017,"Epazoyucan","Amenazas",19,1.29313278431906
2017,"Epazoyucan","Contra el medio ambiente",0,0
2017,"Epazoyucan","Corrupción de menores",0,0
2017,"Epazoyucan","Daño a la propiedad",17,1.15701354386443
2017,"Epazoyucan","Delitos cometidos por servidores públicos",3,0.204178860681957
2017,"Epazoyucan","Despojo",19,1.29313278431906
2017,"Epazoyucan","Electorales",0,0
2017,"Epazoyucan","Evasión de presos",0,0
2017,"Epazoyucan","Extorsión",0,0
2017,"Epazoyucan","Falsedad",0,0
2017,"Epazoyucan","Falsificación",0,0
2017,"Epazoyucan","Feminicidio",0,0
2017,"Epazoyucan","Fraude",6,0.408357721363915
2017,"Epazoyucan","Homicidio",8,0.544476961818553
2017,"Epazoyucan","Hostigamiento sexual",0,0
2017,"Epazoyucan","Incesto",0,0
2017,"Epazoyucan","Incumplimiento de obligaciones de asistencia familiar",2,0.136119240454638
2017,"Epazoyucan","Lesiones",30,2.04178860681957
2017,"Epazoyucan","Narcomenudeo",1,0.0680596202273191
2017,"Epazoyucan","Otros delitos contra el patrimonio",0,0
2017,"Epazoyucan","Otros delitos contra la familia",0,0
2017,"Epazoyucan","Otros delitos contra la sociedad",0,0
2017,"Epazoyucan","Otros delitos del Fuero Común",8,0.544476961818553
2017,"Epazoyucan","Otros delitos que atentan contra la libertad personal",6,0.408357721363915
2017,"Epazoyucan","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Epazoyucan","Otros delitos que atentan contra la vida y la integridad corporal",1,0.0680596202273191
2017,"Epazoyucan","Rapto",0,0
2017,"Epazoyucan","Robo",58,3.94745797318451
2017,"Epazoyucan","Secuestro",0,0
2017,"Epazoyucan","Trata de personas",0,0
2017,"Epazoyucan","Tráfico de menores",0,0
2017,"Epazoyucan","Violación equiparada",0,0
2017,"Epazoyucan","Violación simple",2,0.136119240454638
2017,"Epazoyucan","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Epazoyucan","Violencia familiar",41,2.79044442932008
2017,"Francisco I. Madero","Aborto",0,0
2017,"Francisco I. Madero","Abuso de confianza",7,0.195138269402319
2017,"Francisco I. Madero","Abuso sexual",4,0.111507582515611
2017,"Francisco I. Madero","Acoso sexual",0,0
2017,"Francisco I. Madero","Allanamiento de morada",1,0.0278768956289028
2017,"Francisco I. Madero","Amenazas",23,0.641168599464764
2017,"Francisco I. Madero","Contra el medio ambiente",0,0
2017,"Francisco I. Madero","Corrupción de menores",1,0.0278768956289028
2017,"Francisco I. Madero","Daño a la propiedad",22,0.613291703835861
2017,"Francisco I. Madero","Delitos cometidos por servidores públicos",1,0.0278768956289028
2017,"Francisco I. Madero","Despojo",13,0.362399643175736
2017,"Francisco I. Madero","Electorales",0,0
2017,"Francisco I. Madero","Evasión de presos",0,0
2017,"Francisco I. Madero","Extorsión",2,0.0557537912578055
2017,"Francisco I. Madero","Falsedad",0,0
2017,"Francisco I. Madero","Falsificación",0,0
2017,"Francisco I. Madero","Feminicidio",0,0
2017,"Francisco I. Madero","Fraude",17,0.473907225691347
2017,"Francisco I. Madero","Homicidio",1,0.0278768956289028
2017,"Francisco I. Madero","Hostigamiento sexual",0,0
2017,"Francisco I. Madero","Incesto",0,0
2017,"Francisco I. Madero","Incumplimiento de obligaciones de asistencia familiar",3,0.0836306868867083
2017,"Francisco I. Madero","Lesiones",54,1.50535236396075
2017,"Francisco I. Madero","Narcomenudeo",3,0.0836306868867083
2017,"Francisco I. Madero","Otros delitos contra el patrimonio",0,0
2017,"Francisco I. Madero","Otros delitos contra la familia",0,0
2017,"Francisco I. Madero","Otros delitos contra la sociedad",0,0
2017,"Francisco I. Madero","Otros delitos del Fuero Común",13,0.362399643175736
2017,"Francisco I. Madero","Otros delitos que atentan contra la libertad personal",13,0.362399643175736
2017,"Francisco I. Madero","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Francisco I. Madero","Otros delitos que atentan contra la vida y la integridad corporal",1,0.0278768956289028
2017,"Francisco I. Madero","Rapto",0,0
2017,"Francisco I. Madero","Robo",67,1.86775200713649
2017,"Francisco I. Madero","Secuestro",0,0
2017,"Francisco I. Madero","Trata de personas",0,0
2017,"Francisco I. Madero","Tráfico de menores",0,0
2017,"Francisco I. Madero","Violación equiparada",0,0
2017,"Francisco I. Madero","Violación simple",4,0.111507582515611
2017,"Francisco I. Madero","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Francisco I. Madero","Violencia familiar",41,1.14295272078501
2017,"Huasca de Ocampo","Aborto",0,0
2017,"Huasca de Ocampo","Abuso de confianza",6,0.338447653429603
2017,"Huasca de Ocampo","Abuso sexual",5,0.282039711191336
2017,"Huasca de Ocampo","Acoso sexual",0,0
2017,"Huasca de Ocampo","Allanamiento de morada",1,0.0564079422382671
2017,"Huasca de Ocampo","Amenazas",34,1.91787003610108
2017,"Huasca de Ocampo","Contra el medio ambiente",0,0
2017,"Huasca de Ocampo","Corrupción de menores",0,0
2017,"Huasca de Ocampo","Daño a la propiedad",27,1.52301444043321
2017,"Huasca de Ocampo","Delitos cometidos por servidores públicos",7,0.39485559566787
2017,"Huasca de Ocampo","Despojo",9,0.507671480144404
2017,"Huasca de Ocampo","Electorales",0,0
2017,"Huasca de Ocampo","Evasión de presos",0,0
2017,"Huasca de Ocampo","Extorsión",0,0
2017,"Huasca de Ocampo","Falsedad",0,0
2017,"Huasca de Ocampo","Falsificación",0,0
2017,"Huasca de Ocampo","Feminicidio",1,0.0564079422382671
2017,"Huasca de Ocampo","Fraude",11,0.620487364620939
2017,"Huasca de Ocampo","Homicidio",2,0.112815884476534
2017,"Huasca de Ocampo","Hostigamiento sexual",1,0.0564079422382671
2017,"Huasca de Ocampo","Incesto",0,0
2017,"Huasca de Ocampo","Incumplimiento de obligaciones de asistencia familiar",3,0.169223826714801
2017,"Huasca de Ocampo","Lesiones",31,1.74864620938628
2017,"Huasca de Ocampo","Narcomenudeo",2,0.112815884476534
2017,"Huasca de Ocampo","Otros delitos contra el patrimonio",0,0
2017,"Huasca de Ocampo","Otros delitos contra la familia",0,0
2017,"Huasca de Ocampo","Otros delitos contra la sociedad",0,0
2017,"Huasca de Ocampo","Otros delitos del Fuero Común",15,0.846119133574007
2017,"Huasca de Ocampo","Otros delitos que atentan contra la libertad personal",10,0.564079422382672
2017,"Huasca de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Huasca de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",2,0.112815884476534
2017,"Huasca de Ocampo","Rapto",0,0
2017,"Huasca de Ocampo","Robo",117,6.59972924187726
2017,"Huasca de Ocampo","Secuestro",1,0.0564079422382671
2017,"Huasca de Ocampo","Trata de personas",0,0
2017,"Huasca de Ocampo","Tráfico de menores",0,0
2017,"Huasca de Ocampo","Violación equiparada",0,0
2017,"Huasca de Ocampo","Violación simple",4,0.225631768953069
2017,"Huasca de Ocampo","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Huasca de Ocampo","Violencia familiar",24,1.35379061371841
2017,"Huautla","Aborto",0,0
2017,"Huautla","Abuso de confianza",2,0.0941442289587648
2017,"Huautla","Abuso sexual",3,0.141216343438147
2017,"Huautla","Acoso sexual",0,0
2017,"Huautla","Allanamiento de morada",0,0
2017,"Huautla","Amenazas",2,0.0941442289587648
2017,"Huautla","Contra el medio ambiente",0,0
2017,"Huautla","Corrupción de menores",0,0
2017,"Huautla","Daño a la propiedad",4,0.18828845791753
2017,"Huautla","Delitos cometidos por servidores públicos",0,0
2017,"Huautla","Despojo",4,0.18828845791753
2017,"Huautla","Electorales",0,0
2017,"Huautla","Evasión de presos",0,0
2017,"Huautla","Extorsión",0,0
2017,"Huautla","Falsedad",0,0
2017,"Huautla","Falsificación",0,0
2017,"Huautla","Feminicidio",0,0
2017,"Huautla","Fraude",0,0
2017,"Huautla","Homicidio",0,0
2017,"Huautla","Hostigamiento sexual",0,0
2017,"Huautla","Incesto",0,0
2017,"Huautla","Incumplimiento de obligaciones de asistencia familiar",3,0.141216343438147
2017,"Huautla","Lesiones",17,0.800225946149501
2017,"Huautla","Narcomenudeo",0,0
2017,"Huautla","Otros delitos contra el patrimonio",1,0.0470721144793824
2017,"Huautla","Otros delitos contra la familia",0,0
2017,"Huautla","Otros delitos contra la sociedad",0,0
2017,"Huautla","Otros delitos del Fuero Común",3,0.141216343438147
2017,"Huautla","Otros delitos que atentan contra la libertad personal",3,0.141216343438147
2017,"Huautla","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Huautla","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"Huautla","Rapto",0,0
2017,"Huautla","Robo",8,0.376576915835059
2017,"Huautla","Secuestro",1,0.0470721144793824
2017,"Huautla","Trata de personas",0,0
2017,"Huautla","Tráfico de menores",0,0
2017,"Huautla","Violación equiparada",0,0
2017,"Huautla","Violación simple",0,0
2017,"Huautla","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Huautla","Violencia familiar",3,0.141216343438147
2017,"Huazalingo","Aborto",0,0
2017,"Huazalingo","Abuso de confianza",1,0.0715000715000715
2017,"Huazalingo","Abuso sexual",1,0.0715000715000715
2017,"Huazalingo","Acoso sexual",0,0
2017,"Huazalingo","Allanamiento de morada",2,0.143000143000143
2017,"Huazalingo","Amenazas",2,0.143000143000143
2017,"Huazalingo","Contra el medio ambiente",0,0
2017,"Huazalingo","Corrupción de menores",1,0.0715000715000715
2017,"Huazalingo","Daño a la propiedad",5,0.357500357500358
2017,"Huazalingo","Delitos cometidos por servidores públicos",1,0.0715000715000715
2017,"Huazalingo","Despojo",1,0.0715000715000715
2017,"Huazalingo","Electorales",0,0
2017,"Huazalingo","Evasión de presos",0,0
2017,"Huazalingo","Extorsión",0,0
2017,"Huazalingo","Falsedad",0,0
2017,"Huazalingo","Falsificación",0,0
2017,"Huazalingo","Feminicidio",0,0
2017,"Huazalingo","Fraude",1,0.0715000715000715
2017,"Huazalingo","Homicidio",2,0.143000143000143
2017,"Huazalingo","Hostigamiento sexual",0,0
2017,"Huazalingo","Incesto",0,0
2017,"Huazalingo","Incumplimiento de obligaciones de asistencia familiar",1,0.0715000715000715
2017,"Huazalingo","Lesiones",6,0.429000429000429
2017,"Huazalingo","Narcomenudeo",0,0
2017,"Huazalingo","Otros delitos contra el patrimonio",0,0
2017,"Huazalingo","Otros delitos contra la familia",0,0
2017,"Huazalingo","Otros delitos contra la sociedad",0,0
2017,"Huazalingo","Otros delitos del Fuero Común",1,0.0715000715000715
2017,"Huazalingo","Otros delitos que atentan contra la libertad personal",3,0.214500214500215
2017,"Huazalingo","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0
2017,"Huazalingo","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"Huazalingo","Rapto",0,0
2017,"Huazalingo","Robo",1,0.0715000715000715
2017,"Huazalingo","Secuestro",0,0
2017,"Huazalingo","Trata de personas",0,0
2017,"Huazalingo","Tráfico de menores",0,0
2017,"Huazalingo","Violación equiparada",0,0
2017,"Huazalingo","Violación simple",1,0.0715000715000715
2017,"Huazalingo","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Huazalingo","Violencia familiar",4,0.286000286000286
2017,"Huehuetla","Aborto",0,0
2017,"Huehuetla","Abuso de confianza",0,0
2017,"Huehuetla","Abuso sexual",1,0.0384778175381892
2017,"Huehuetla","Acoso sexual",0,0
2017,"Huehuetla","Allanamiento de morada",3,0.115433452614568
2017,"Huehuetla","Amenazas",9,0.346300357843703
2017,"Huehuetla","Contra el medio ambiente",0,0
2017,"Huehuetla","Corrupción de menores",0,0
2017,"Huehuetla","Daño a la propiedad",4,0.153911270152757
2017,"Huehuetla","Delitos cometidos por servidores públicos",2,0.0769556350763785
2017,"Huehuetla","Despojo",4,0.153911270152757
2017,"Huehuetla","Electorales",0,0
2017,"Huehuetla","Evasión de presos",0,0
2017,"Huehuetla","Extorsión",1,0.0384778175381892
2017,"Huehuetla","Falsedad",0,0
2017,"Huehuetla","Falsificación",1,0.0384778175381892
2017,"Huehuetla","Feminicidio",1,0.0384778175381892
2017,"Huehuetla","Fraude",2,0.0769556350763785
2017,"Huehuetla","Homicidio",5,0.192389087690946
2017,"Huehuetla","Hostigamiento sexual",0,0
2017,"Huehuetla","Incesto",0,0
2017,"Huehuetla","Incumplimiento de obligaciones de asistencia familiar",6,0.230866905229135
2017,"Huehuetla","Lesiones",16,0.615645080611028
2017,"Huehuetla","Narcomenudeo",0,0
2017,"Huehuetla","Otros delitos contra el patrimonio",0,0
2017,"Huehuetla","Otros delitos contra la familia",0,0
2017,"Huehuetla","Otros delitos contra la sociedad",0,0
2017,"Huehuetla","Otros delitos del Fuero Común",0,0
2017,"Huehuetla","Otros delitos que atentan contra la libertad personal",7,0.269344722767325
2017,"Huehuetla","Otros delitos que atentan contra la libertad y la seguridad sexual",1,0.0384778175381892
2017,"Huehuetla","Otros delitos que atentan contra la vida y la integridad corporal",0,0
2017,"Huehuetla","Rapto",0,0
2017,"Huehuetla","Robo",11,0.423255992920082
2017,"Huehuetla","Secuestro",0,0
2017,"Huehuetla","Trata de personas",0,0
2017,"Huehuetla","Tráfico de menores",0,0
2017,"Huehuetla","Violación equiparada",0,0
2017,"Huehuetla","Violación simple",1,0.0384778175381892
2017,"Huehuetla","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
2017,"Huehuetla","Violencia familiar",11,0.423255992920082
2017,"Huejutla de Reyes","Aborto",0,0
