"Año","Municipio","Tipo.de.delito","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre","total","pobtot","tasa"
2015,"Acatlán","Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Abuso de confianza",0,0,0,0,0,0,0,0,1,0,0,0,1,21044,0.0475194829880251
2015,"Acatlán","Abuso sexual",0,0,0,0,2,0,0,0,0,0,0,0,2,21044,0.0950389659760502
2015,"Acatlán","Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1,21044,0.0475194829880251
2015,"Acatlán","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Amenazas",3,1,0,0,1,3,0,1,2,0,0,0,11,21044,0.522714312868276
2015,"Acatlán","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Daño a la propiedad",1,0,0,2,1,1,0,0,0,0,0,0,5,21044,0.237597414940125
2015,"Acatlán","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Despojo",0,0,0,1,1,0,0,0,0,0,0,0,2,21044,0.0950389659760502
2015,"Acatlán","Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Falsificación",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Fraude",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Homicidio",0,0,0,0,0,0,0,2,0,0,1,0,3,21044,0.142558448964075
2015,"Acatlán","Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1,21044,0.0475194829880251
2015,"Acatlán","Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Incumplimiento de obligaciones de asistencia familiar",0,0,0,0,3,0,1,0,1,0,2,0,7,21044,0.332636380916176
2015,"Acatlán","Lesiones",0,2,0,2,3,1,0,0,0,0,0,0,8,21044,0.380155863904201
2015,"Acatlán","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Otros delitos del Fuero Común",0,0,0,2,0,1,0,1,0,0,1,0,5,21044,0.237597414940125
2015,"Acatlán","Otros delitos que atentan contra la libertad personal",2,0,0,0,0,0,0,0,0,0,0,0,2,21044,0.0950389659760502
2015,"Acatlán","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Robo",1,0,0,1,0,1,0,0,0,0,0,1,4,21044,0.1900779319521
2015,"Acatlán","Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Violación simple",0,0,0,0,2,0,1,0,1,0,0,0,4,21044,0.1900779319521
2015,"Acatlán","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,21044,0
2015,"Acatlán","Violencia familiar",0,2,0,1,1,0,0,2,1,0,0,0,7,21044,0.332636380916176
2015,"Acaxochitlán","Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Abuso de confianza",0,1,0,0,0,0,0,0,0,0,0,0,1,43774,0.0228446109562754
2015,"Acaxochitlán","Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Acoso sexual",0,1,0,0,0,0,0,0,0,0,0,1,2,43774,0.0456892219125508
2015,"Acaxochitlán","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Amenazas",3,1,0,4,4,1,0,1,0,0,0,0,14,43774,0.319824553387856
2015,"Acaxochitlán","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Daño a la propiedad",3,0,0,0,0,0,0,0,0,0,0,0,3,43774,0.0685338328688262
2015,"Acaxochitlán","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Despojo",0,1,0,0,0,0,0,0,0,0,0,0,1,43774,0.0228446109562754
2015,"Acaxochitlán","Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Falsificación",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Fraude",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Homicidio",0,0,0,2,1,0,0,1,0,2,1,1,8,43774,0.182756887650203
2015,"Acaxochitlán","Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Incumplimiento de obligaciones de asistencia familiar",1,1,0,1,1,0,0,0,1,0,0,1,6,43774,0.137067665737652
2015,"Acaxochitlán","Lesiones",3,2,0,4,2,3,0,1,0,0,1,3,19,43774,0.434047608169233
2015,"Acaxochitlán","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Otros delitos del Fuero Común",1,0,0,0,1,0,0,0,1,1,0,0,4,43774,0.0913784438251017
2015,"Acaxochitlán","Otros delitos que atentan contra la libertad personal",0,1,0,0,1,1,1,0,0,0,0,0,4,43774,0.0913784438251017
2015,"Acaxochitlán","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,1,0,0,1,2,43774,0.0456892219125508
2015,"Acaxochitlán","Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,1,0,1,43774,0.0228446109562754
2015,"Acaxochitlán","Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Robo",5,8,0,4,6,9,0,7,1,1,3,4,48,43774,1.09654132590122
2015,"Acaxochitlán","Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Violación simple",1,1,0,0,3,0,0,0,1,0,0,0,6,43774,0.137067665737652
2015,"Acaxochitlán","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0
2015,"Acaxochitlán","Violencia familiar",1,1,0,1,1,1,2,0,0,0,1,1,9,43774,0.205601498606479
2015,"Actopan","Aborto",0,1,0,0,0,0,0,0,0,0,0,0,1,56429,0.0177213843945489
2015,"Actopan","Abuso de confianza",5,4,0,0,4,2,2,3,1,0,2,2,25,56429,0.443034609863723
2015,"Actopan","Abuso sexual",0,0,0,0,0,1,3,0,1,1,0,2,8,56429,0.141771075156391
2015,"Actopan","Acoso sexual",1,1,0,1,0,0,0,0,1,0,2,0,6,56429,0.106328306367293
2015,"Actopan","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,1,1,56429,0.0177213843945489
2015,"Actopan","Amenazas",10,7,0,5,3,5,3,3,8,10,7,9,70,56429,1.24049690761842
2015,"Actopan","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Corrupción de menores",0,0,0,0,0,0,0,1,0,0,0,0,1,56429,0.0177213843945489
2015,"Actopan","Daño a la propiedad",11,12,1,5,2,2,4,8,3,6,6,6,66,56429,1.16961137004023
2015,"Actopan","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Despojo",4,0,0,0,2,0,0,2,7,0,0,5,20,56429,0.354427687890978
2015,"Actopan","Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Extorsión",0,0,1,0,0,0,0,0,0,0,0,0,1,56429,0.0177213843945489
2015,"Actopan","Falsedad",0,1,0,0,0,1,0,0,0,0,0,0,2,56429,0.0354427687890978
2015,"Actopan","Falsificación",0,1,0,0,0,0,0,0,0,0,0,0,1,56429,0.0177213843945489
2015,"Actopan","Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Fraude",4,4,0,3,1,2,1,6,4,7,0,3,35,56429,0.620248453809212
2015,"Actopan","Homicidio",1,2,2,0,1,0,2,2,2,0,2,1,15,56429,0.265820765918234
2015,"Actopan","Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Incumplimiento de obligaciones de asistencia familiar",3,2,0,1,1,0,0,2,3,0,0,0,12,56429,0.212656612734587
2015,"Actopan","Lesiones",20,11,0,9,11,11,11,12,26,19,15,26,171,56429,3.03035673146786
2015,"Actopan","Narcomenudeo",1,0,0,0,0,0,0,0,1,0,0,0,2,56429,0.0354427687890978
2015,"Actopan","Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Otros delitos del Fuero Común",7,8,0,2,1,5,1,6,3,3,6,5,47,56429,0.832905066543798
2015,"Actopan","Otros delitos que atentan contra la libertad personal",1,0,0,1,0,1,0,1,1,2,0,3,10,56429,0.177213843945489
2015,"Actopan","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,1,1,0,2,56429,0.0354427687890978
2015,"Actopan","Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,2,0,2,0,4,56429,0.0708855375781956
2015,"Actopan","Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Robo",39,20,4,15,17,21,19,31,19,16,20,24,245,56429,4.34173917666448
2015,"Actopan","Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Violación simple",2,0,0,1,0,2,0,3,0,2,2,1,13,56429,0.230377997129136
2015,"Actopan","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,56429,0
2015,"Actopan","Violencia familiar",2,1,0,2,0,2,1,2,4,5,2,9,30,56429,0.531641531836467
2015,"Agua Blanca de Iturbide","Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Abuso de confianza",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Daño a la propiedad",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Despojo",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Falsificación",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Fraude",0,0,0,0,0,0,0,0,1,0,0,0,1,9116,0.109697235629662
2015,"Agua Blanca de Iturbide","Homicidio",0,0,0,0,0,0,0,0,0,0,0,1,1,9116,0.109697235629662
2015,"Agua Blanca de Iturbide","Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Incumplimiento de obligaciones de asistencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Lesiones",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Otros delitos del Fuero Común",0,0,0,1,0,0,0,0,0,0,0,0,1,9116,0.109697235629662
2015,"Agua Blanca de Iturbide","Otros delitos que atentan contra la libertad personal",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Robo",0,0,0,2,0,0,0,0,0,0,0,0,2,9116,0.219394471259324
2015,"Agua Blanca de Iturbide","Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Agua Blanca de Iturbide","Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,9116,0
2015,"Ajacuba","Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Abuso de confianza",0,0,1,0,0,0,0,0,0,0,0,0,1,18320,0.0545851528384279
2015,"Ajacuba","Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1,18320,0.0545851528384279
2015,"Ajacuba","Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,1,0,1,18320,0.0545851528384279
2015,"Ajacuba","Amenazas",0,1,1,0,0,0,0,2,0,0,1,0,5,18320,0.27292576419214
2015,"Ajacuba","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Daño a la propiedad",0,1,1,0,0,0,0,3,1,0,0,2,8,18320,0.436681222707424
2015,"Ajacuba","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Despojo",0,1,1,1,7,0,1,1,0,0,1,0,13,18320,0.709606986899563
2015,"Ajacuba","Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Falsificación",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Fraude",0,0,0,0,0,0,0,0,0,0,1,0,1,18320,0.0545851528384279
2015,"Ajacuba","Homicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Incumplimiento de obligaciones de asistencia familiar",0,0,0,0,2,0,0,0,0,0,1,0,3,18320,0.163755458515284
2015,"Ajacuba","Lesiones",1,3,0,0,0,0,3,2,3,0,0,1,13,18320,0.709606986899563
2015,"Ajacuba","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Otros delitos del Fuero Común",0,0,0,0,0,0,0,0,2,0,1,1,4,18320,0.218340611353712
2015,"Ajacuba","Otros delitos que atentan contra la libertad personal",0,1,0,0,0,0,0,0,0,0,0,0,1,18320,0.0545851528384279
2015,"Ajacuba","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Robo",0,0,2,2,0,1,2,4,3,0,3,2,19,18320,1.03711790393013
2015,"Ajacuba","Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Violación simple",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0
2015,"Ajacuba","Violencia familiar",0,0,0,0,0,0,0,0,2,1,2,0,5,18320,0.27292576419214
2015,"Alfajayucan","Aborto",0,0,0,0,0,0,0,1,0,0,0,0,1,20332,0.0491835530198702
2015,"Alfajayucan","Abuso de confianza",0,0,0,0,0,0,0,1,0,0,0,0,1,20332,0.0491835530198702
2015,"Alfajayucan","Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Acoso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1,20332,0.0491835530198702
2015,"Alfajayucan","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Amenazas",0,1,0,0,0,0,0,0,2,0,0,0,3,20332,0.14755065905961
2015,"Alfajayucan","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Daño a la propiedad",0,0,0,0,0,2,0,0,1,0,0,1,4,20332,0.196734212079481
2015,"Alfajayucan","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Despojo",0,0,1,0,2,0,0,0,1,1,0,0,5,20332,0.245917765099351
2015,"Alfajayucan","Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Falsificación",0,0,0,0,0,0,0,0,0,0,0,1,1,20332,0.0491835530198702
2015,"Alfajayucan","Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Fraude",1,0,0,0,0,0,1,1,0,0,0,0,3,20332,0.14755065905961
2015,"Alfajayucan","Homicidio",0,1,1,0,0,1,0,0,2,0,0,1,6,20332,0.295101318119221
2015,"Alfajayucan","Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Incumplimiento de obligaciones de asistencia familiar",0,0,0,0,0,0,0,2,0,0,0,0,2,20332,0.0983671060397403
2015,"Alfajayucan","Lesiones",0,1,2,0,1,0,0,0,2,1,0,0,7,20332,0.344284871139091
2015,"Alfajayucan","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Otros delitos del Fuero Común",0,3,0,0,2,0,0,0,0,0,0,3,8,20332,0.393468424158961
2015,"Alfajayucan","Otros delitos que atentan contra la libertad personal",0,1,0,0,2,0,0,0,1,0,0,0,4,20332,0.196734212079481
2015,"Alfajayucan","Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,1,0,0,0,0,0,0,0,0,1,20332,0.0491835530198702
2015,"Alfajayucan","Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Robo",0,0,1,0,0,1,0,0,2,4,4,2,14,20332,0.688569742278182
2015,"Alfajayucan","Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Violación equiparada",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Violación simple",0,0,0,0,2,0,0,1,0,0,0,0,3,20332,0.14755065905961
2015,"Alfajayucan","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,20332,0
2015,"Alfajayucan","Violencia familiar",0,0,0,2,0,0,0,0,0,0,0,0,2,20332,0.0983671060397403
2015,"Almoloya","Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Abuso de confianza",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Amenazas",0,0,1,1,0,0,0,0,0,0,1,0,3,12410,0.24174053182917
2015,"Almoloya","Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Daño a la propiedad",0,0,1,1,0,0,0,0,0,0,0,0,2,12410,0.16116035455278
2015,"Almoloya","Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0,12410,0
2015,"Almoloya","Despojo",0,0,1,0,0,1,0,0,0,0,0,0,2,12410,0.16116035455278
